Kreyol|French|English|Spanish
Li te disparèt pandan disparisyon bèt nan peryòd Pèmyan an.|Il a disparu lors de l'extinction permienne.|It died during the Permian extinction.|empty
Nan tan li te konn ap viv la, se li ki te pi gwo predatè. #### Li te fè anpil lòt bèt, tankou eskitozò yo, pè anpil.|C'était le plus grand prédateur de son époque. #### Il inspirait la peur à beaucoup d'animaux comme le scutosaurus.|During its time, it was the top predator and the fear of many animals like the scutosaur.|empty
Kò l te tou long e koube epi li te gen de (2) diferan gwosè dan. #### Sa te pèmèt li avanse tou dousman epi fè dappiyanp sou bèt li t ap pral manje a.|Son long corps courbé ainsi que ses deux différentes tailles de dents lui permettaient de surprendre et de tuer sa proie très rapidement.|Its long curved body and two different sizes of teeth helped it sneak up and kill its prey very quickly.|empty
Li foure dan l byen fon nan viktim lan, epi li kite san yo koule jis yo mouri.|Il enfonçait ses dents dans ses victimes qu’il laissait mourir de perte de sang.|It sank its teeth into its victims and let them die from blood loss.|empty
Lè viktim lan vin febli, gògonops la touye l.|Une fois la proie affaiblie, le gorgonopsid l’achevait.|Once the prey was weak the gorgonops killed it.|empty
Gògonopsyen se premye bèt ki te gen kanin (dan chen).|Le gorgonopsid était le premier animal à avoir eu des canines.|The gorgonopsid was the first animal to have canines.|empty
Tout lòt bèt ki gen kanin evolye soti nan gògonopsyen.|Tous les autres animaux à canines ont évolué à partir du gorgonopsid.|All other animals with canines evolved from the gorgonopsid.|empty
Li te viv kote ki rele Afrik jodi a epi se la yo jwenn fosil li.|Il a vécu en Afrique et c’est là que ses fossiles ont été trouvés.|It lived in modern day Africa and fossils of it were found there.|empty
Diktodon|Diictodon|Diictodon|empty
Sa gen 252 milyon ane|Il y a 252 millions d’années|252 million years ago|empty
Otè : Ana ak Caroline|par Ana et Caroline|By Ana and Caroline|empty
Nan epòk Pèmyen an, te gen yon reptil ki te sanble ak yon mabouy. #### Li te gen yon gwo tèt ak yon kòn pwenti ki sanble kwòk.|Au cours de la période permienne il y avait un reptile qui ressemblait à une marmotte reptilienne avec une grosse tête et des cornes pointues qui ressemblaient à des crocs.|During the Permian Period, there was a reptile that looked like a reptilian gopher with a big head and pointy horns that looked like fangs.|empty
Li rele Diktodon.|Il s’appelait diictodon.|It is called a Diictodon.|empty
Diktodon te vejetaryen. #### Li te gen bon ekilib, bon vitès, ak nen fen.|Le diictodon avait un bon équilibre, un bon odorat, il était rapide et végétarien.|Diictodons were vegetarians that had good balance, speed, and sense of smell.|empty
Pifò diktodon te apeprè gwosè yon chat. #### Men, li te ka mezire soti de twa cm pou rive jis 2 mèt.|Il était environ de la taille d’un chat, mais variant de quelques centimètres à 2 mètres.|Most were about the size of a cat, but they ranged from a few centmeters to six and a half feet long.|empty
Yo te jwenn fosil li ann Afrik ak ann Azi, epi souvan plizyè fosil te makonnen ansanm.|On a retrouvé ses fossiles en Afrique et en Asie, enroulés les uns autour des autres.|Their fossils were found in Africa and Asia commonly found curled around each other.|empty
Diktodon te viv nan tinèl an ba tè. #### Men, kote l te fouye tinèl li te fasil kouvri an ba inondasyon. #### Souvan, tinèl yo te konn vin plen dlo epi se kon sa anpil mouri.|Les diictodons s’enfouissaient dans des tunnels souterrains, mais en raison d’inondations, ces tunnels étaient souvent remplis d'eau, et beaucoup sont morts noyés.|Diictodons burrowed underground, but where they burrowed it was likely to flood. #### Often, their tunnels would fill with water and many died that way.|empty
Li te siviv gwo disparisyon bèt nan epòk Pèmyen an, epi li te viv 256 milyon ane de sa.|Ils ont survécu à l'extinction permienne et ont vécu il y a environ 256 millions d'années.|They survived the Permian Extinction and lived around two hundred and fifty-six million years ago.|empty
Se reptil li te ye, reptil ki t ap vin tounen mamifè.|Ils étaient des reptiles en voie de devenir des mammifères.|They were reptiles on their way to becoming mammals.|empty
Kotilorenkis|Cotylorhynchus|Cotylorhynchus|empty
Sa gen 359-251 milyon ane|Il y a 359-252 millions d’années|359-251 million years ago|empty
Kotilorenkis se yon gwo bèt gri vèt ki te gra anpil. Li te gen yon ti tèt. #### Li te mezire 6 mèt nan longè (menm longè ak yon machin). #### Li te peze 2 tòn e ka, epi l te viv ant 359 ak 251 milyon ane de sa, nan epòk Kabonifè-Pèmyen an.|Le Cotylorhynchus était un animal très grand, gris verdâtre, très potelé, avec une petite tête, mesurant 6 mètres de long (aussi long qu'une limousine), 2 ¼ tonnes. #### Il a vécu il y a 359 à 251 millions d’années à l’ère carbonifère-permienne.|The Cotylorhynchus was a very big, greenish gray, very chubby, small headed, 6 meters long (as long as a limo), 2 ¼ tons, animal that lived 359-251 million years ago in the Carboniferous-Permian era.|empty
Li te viv nan pati sid nan Amerik di nò.|Il a vécu dans ce qui est maintenant la partie méridionale de l'Amérique du Nord.|It lived in what is now the southern part of North America.|empty
Yo te jwenn fosil Kotilorenkis nan Oklahoma nan kèk pati nan Klivlann epi nan Tèksas.|Les fossiles de Cotylorhychuses ont été trouvés dans l'Oklahoma, dans certaines parties du comté de Cleveland, et au Texas.|The Cotylorhychuses fossils were found in Oklahoma, in parts of Cleveland county, and Texas.|empty
Done enteresan nimewo 1 : Kotilorenkis te pase yon pakèt tan ap manje ak tèt an ba tè.|Premier fait intéresant : le Cotylorhynchus passait beaucoup de temps à manger avec sa tête enfoncée dans le sol.|Fun fact number one: The Cotylorhynchus spent a lot of time eating with its head in the ground.|empty
Done enteresan nimewo 2 : Kotilorenkis se yon èbivò ki pa t gen predatè ki t ap menase l.|Deuxième fait intéressant: c'était un herbivore sans prédateurs.|Fun fact number two: It was an herbivore with no predators.|empty
Diplokolis|Diplocaulus|Diplocaulus|empty
Sa gen 299-251 milyon ane|Il y a 299-251 d’anneés|299-251 million years ago|empty
Otè : Maggie ak Eva|par Maggie & Eva|By Maggie & Eva|empty
Le Diplokolis se bèt ki te dwòl anpil.|Le diplocaulus était une créature très inhabituelle.|The Diplocaulus was a very unusual creature.|empty
Yo te gen kòn long, ki fè gen moun ki ba yo ti non jwèt « tèt boumereng ».|Il avait de longues cornes, ce qui lui avait donné le surnom « tête de boomerang ».|They had long horns that gave it the nickname the boomerang head.|empty
Ti bebe diplokolis pa t gen kòn long sa yo jouk yo pi gran.|Ses bébés devaient attendre d’être plus âgés avant d’avoir des cornes longues.|The baby did not have the long horns until they were older.|empty
Pa gen pèsonn ki konnen pou ki sa kòn yo te la.|Personne ne sait quelle était l’utilité de leurs cornes.|No one knows what their horns were for.|empty
Gen moun ki panse kòn yo te fè diplokolis twò gwo pou predatè manje yo.|Certains pensent que leur grande taille décourageait les prédateurs.|Some think that they made them too big for a predator to eat.|empty
Yo te viv ann Amerik di nò bò kouran dlo, larivyè, avèk letan.|Ils vivaient en Amérique du Nord près des rivières et des lacs.|They lived in North America by the rivers, streams, and lakes.|empty
Yo te gen yon longè 1 mèt lè yo fin devlope nèt.|Ils mesuraient 1 mètre de long à l’âge adulte.|Each was 3 ft long when full grown.|empty
Se nan epòk Pèmyen an yo te viv.|Ils vivaient à la période du Permien.|They lived in the Permian period.|empty
Yo te manje pwason ak vètebre.|Ils mangeaient des poissons et des vertébrés.|They ate fish and vertebrates.|empty
Diplokolis se yon ras bèt ki te byen enteresan.|Les diplocaulus étaient des créatures très intéressantes.|Diplocaulus were very interesting creatures.|empty
Listwozoris|Lystrosaurus|Lystrosaurus|empty
Sa gen 250 milyon ane|Il y a 250 millions d’anneés|250 million years ago|empty
Eskitozò|Scutosaurus|Scutosaurus|empty
Sa gen 254-248 milyon ane|Il y a 254 à 248 millions d’années|254-248 million years ago|empty
Otè : Lily ak Sophie|par Lily et Sophie|By Lily and Sophie|empty
Bèt sa a ki gen non ki vle di « yon leza byen pwoteje » jwenn non sa a pou yon rezon.|Cette créature dont le nom signifie lézard cuirassé a été nommée ainsi pour une bonne raison.|This creature whose name means shielded lizard was named this for a reason.|empty
Li rele Eskitozò, epi li gen yon pakèt plak an zo an ba po li ki rele « eskout ».|Elle s’appelle scutosaurus et est doté de plusieurs plaques osseuses sous sa peau appelées scoots.|It is called the Scutosaurus and has many bony plates under its skin called scoots.|empty
Moun kwè se li ki zansèt tòti nou konnen jounen jodi a.|On le considère comme l'ancêtre de notre célèbre tortue d’aujourd'hui.|It is believed to be the ancestor of our well known today Turtle.|empty
Syantis kwè plak an zo yo te vin evolye epi yo te vin kole ansanm pou yo fòme karapas tòti a.|Les scientifiques pensent que les plaques osseuses ont fusionné au fil du temps pour donner naissance à la carapace de la tortue.|Scientists believe that the bony plates fused together over time to make the turtle’s shell.|empty
Eskitozò te viv ant 254 ak 248 milyon ane de sa, nan epòk Pèmyen an.|Le scutosaurus a vécu il y a 254 à 248 millions d'années dans la période permienne.|The Scutosaurus lived 254-248 million years ago in the Permian Period.|empty
Se te Amalizky ki te jwenn fosil li an Risi ak Siberi an 1922, e se li ki te ba l non an tou.|Ses fossiles ont été trouvés en Russie et en Sibérie en 1922 par Amalizky, qui lui a donné son nom.|Its fossils were found in Russia and Siberia, in 1922 by Amalizky, who named it.|empty
Eskitozò te yon èbivò, ki vle di se plant sèlman li te konn manje.|Le scutosaurus était un herbivore ce qui signifie qu'il ne mangeait que des plantes.|The Scutosaurus was an herbivore which means it only ate plants.|empty
Li te apeprè gwosè yon machin, ki donk li te mezire 2,5 mèt nan longè, ki fè li te menm gwosè ak yon ti bèf.|Il avait à peu près la taille d’une voiture, donc 2,5 mètres de long, semblable à la taille d'une petite vache.|It was roughly the size as a car, so 2.5 meters long, similar to the size of a small cow.|empty
Eskitozò te lan anpil, e li te deplase an ti gwoup.|Il était très lent et se déplaçait généralement en petits troupeaux.|It was very slow and usually traveled by small herds.|empty
Eskitozò te ka begle byen fò pou l rele zanmi sa yo ki nan pati gwoup la lè yo te byen lwen.|Le scutosaurus était peut-être capable d’émettre des sons puissants pour se faire entendre par ses amis au sein du troupeau quand ils étaient loin.|The Scutosaurus may have been able to make loud bellowing sounds to call to its friends in the herd when they were far away.|empty
Bèt ki te konn manje Eskitozò se Gògonops — yon gwo kanivò.|Il était chassé par les grands carnivores gorgonops.|It was hunted by Gorgonops Large carnivores.|empty
Li te difisil anpil pou Eskitozò siviv paske li te mache dousman anpil. #### Men, karapas li te pwoteje l an ba kout grif ak kout dan.|Le scutosaurus avait du mal à survivre parce qu'il était très, très lent, mais sa coquille le protégeait contre les griffures et les morsures.|It was hard for the Scutosaurus to survive because it was very, very slow but its shell protect it from being clawed and bit.|empty
Malerezman, eskitozò te youn nan pakèt bèt ki te disparèt nan gwo disparisyon pandan epòk Pèmyen.|Le scutosaurus a malheureusement été l'une des nombreuses créatures disparues lors de la célèbre extinction permienne.|The Scutosaurus sadly was one of the many creatures that went extinct in the well-known Permian extinction.|empty
Sa fè nou mal eskitozò pa la jodi a. #### Men, li te jwe yon gwo wòl nan istwa nou.|Sa disparition nous attriste, mais il a joué un grand rôle dans notre histoire.|We are sad that it is gone today, but it played a great part in our history.|empty
Bawozò|Barosaurus|Barosaurus|empty
Sa gen 150-135 milyon ane de sa|Il y a 150 à 135 millions d’années|150-135 million years ago|empty
Otè : Maggie|par Maggie|By Maggie|empty
Bawozò se yon dinozò ki te gwo anpil.|Les barosaurus étaient d'énormes dinosaures.|Barosaurus were huge dinosaurs.|empty
Bawozò te gen 30 mèt nan longè — menm longè ak 2 otobis.|Chaque barosaurus mesurait 27 mètres de long, ce qui correspond à 2 autobus scolaires.|Each Barosaurus was 89 ft long, which is as long as two school buses.|empty
Li te gen 5 mèt nan wotè.|Ils mesuraient 5 mètres de haut.|They were 16 feet and 4 inches tall.|empty
Yon tyè nan kò li se kou a.|Leur cou faisait un tiers de leur corps.|One third of their body was their neck.|empty
Kou ak ke te long anpil. #### Men, bra ak pye te kout anpil.|Ils avaient vraiment de longs cous et de longues queues, mais leurs bras et leurs jambes étaient vraiment courts.|They had really long necks and tails, but really short arms and legs.|empty
Li te sanble ak Diplodokis. #### Men, kou l te pi long.|Ils ressemblaient à des diplodocus avec un cou plus long.|They looked like Diplodocus but had longer necks.|empty
