text,text_preprocessed,LEN
"Tipikali yuuz fi tex, di hinvenshan ah pred a di printin pres ena wan a di muos influenshal ivent ina di sekan mileniom we revaluushanaiz di wie piipl kansiiv ah diskraib di [[wol]] deh lib [[ina]], ah a hit osha iin di piiriad a madaniti.",Tipikali yuuz fi tex di hinvenshan ah pred a di printin pres ena wan a di muos influenshal ivent ina di sekan mileniom we revaluushanaiz di wie piipl kansiiv ah diskraib di wol deh lib ina ah a hit osha iin di piiriad a madaniti,45
"Di sekritieriat edkwaataz de a Jaajtong, [[Gayana]].",Di sekritieriat edkwaataz de a Jaajtong Gayana,7
"Gad a wah di mien figa, alang wit [[Jiizas Kraist]], af [[Kristianiti]].",Gad a wah di mien figa alang wit Jiizas_Kraist af Kristianiti,11
"Griik ar Elenik (Madan Griik: ελληνικά eliniˈka, ""elliniká"", ""Griik"", ελληνική γλώσσα eliniˈci ˈɣlosa, ""ellinikí glóssa"", ""Griik languij"") a wah indipendant branch a di Indo-Yuropiyan fambili a languij, nietiv tu di sodan Balkanz, di Ijian Ailanz, westan Ieja Maina, paat a nadan ah Iistan Anatuolia ah di Sout Kaakasos, sodan [[Itali]], [[Albienia]] ah [[Saipros]].",Griik ar Elenik a wah indipendant branch a di IndoYuropiyan fambili a languij nietiv tu di sodan Balkanz di Ijian Ailanz westan Ieja Maina paat a nadan ah Iistan Anatuolia ah di Sout Kaakasos sodan Itali Albienia ah Saipros,39
"Di alfabet diraiv frah di Finiishan skrip ah iself ton di biesis fi di [[Latn]], Sirilik, Aamiinian, Kaptik, Gatik ah nof ada raitn sistim.",Di alfabet diraiv frah di Finiishan skrip ah iself ton di biesis fi di Latn Sirilik Aamiinian Kaptik Gatik ah nof ada raitn sistim,24
"Di Griik languij huol a ""h""impuotant plies ina di ischri a [[Yuurop]], di muo luus difain Westan wol, ah [[Kristianiti]]; di kianan a Ienshent Griik lichicha ingkluud wok a maniumental impuotans ah influens fi di fyuucha Westan kianan laka di ""h""epik puoymdem ""[[Iliad]]"" ah ""[[Adisi]]"".",Di Griik languij huol a himpuotant plies ina di ischri a Yuurop di muo luus difain Westan wol ah Kristianiti di kianan a Ienshent Griik lichicha ingkluud wok a maniumental impuotans ah influens fi di fyuucha Westan kianan laka di hepik puoymdem Iliad ah Adisi,45
"Griik azwel ena di languij nof a di foundieshanal tex a [[Westan filasafi]], laka di Plietanik dayalagdem ah di wok a [[Aristakl]], eh-kompuoz ina; di Nyuu Testiment a di Kristian [[Baibl]] eh-rait ina Kaine Griik.",Griik azwel ena di languij nof a di foundieshanal tex a Westan_filasafi laka di Plietanik dayalagdem ah di wok a Aristakl ehkompuoz ina di Nyuu Testiment a di Kristian Baibl ehrait ina Kaine Griik,34
"Tugiada wid di [[Latn]] texdem ah chradishan a di Ruoman wol, di stodi a di Griik tex ah sasayati a antikuiti kanstityuut di disiplin a Klasix.",Tugiada wid di Latn texdem ah chradishan a di Ruoman wol di stodi a di Griik tex ah sasayati a antikuiti kanstityuut di disiplin a Klasix,26
"Di kansep a jostis difa ina ""h""ebri [[kolcha]].",Di kansep a jostis difa ina hebri kolcha,8
"Wah hoerli tiori a jostis eh-set out bai di Ienshent Griik filasafa [[Plieto]] ina ih wok ""Di Ripoblik"".",Wah hoerli tiori a jostis ehset out bai di Ienshent Griik filasafa Plieto ina ih wok Di Ripoblik,18
"Di daijestiv chrak a wahn sistim a sohn aagan we de ina motiselila animal we tek iin [[fuud]], brok i dong fi exchrak [[enaji]] ahn nuuchrient, an den sen out di wies we lef bak.",Di daijestiv chrak a wahn sistim a sohn aagan we de ina motiselila animal we tek iin fuud brok i dong fi exchrak enaji ahn nuuchrient an den sen out di wies we lef bak,35
"Di Baibl (frah Koine Griik ""τὰ βιβλία"", tà biblía, ""di bukdem"") a wah kalekshan a tex siekrid ina [[Juudizim]] ah [[Kristianiti]].",Di Baibl a wah kalekshan a tex siekrid ina Juudizim ah Kristianiti,12
"Yab bitwiin 1 bilian an 1.8 bilian Mozlim piipl bout di Ort, we mek Izlam di sekan-bigis rilijan fi di wol, afta [[Kristianiti]].",Yab bitwiin bilian an bilian Mozlim piipl bout di Ort we mek Izlam di sekanbigis rilijan fi di wol afta Kristianiti,21
Glaas a wah aad matiirial we kiah [[mek]] ina wuoliip a shiep.,Glaas a wah aad matiirial we kiah mek ina wuoliip a shiep,12
Ietian Kryuol a di ofishal langwij a [[Ieti]].,Ietian Kryuol a di ofishal langwij a Ieti,8
Fish a voertibret we lib ina [[waata]] ah rispaya (get [[axijen]]) wid gil.,Fish a voertibret we lib ina waata ah rispaya wid gil,11
[[Ina]] nof sitieshan itek di faam a kiampien a sibl rizistans iem afta achiivin chienj bai nanvoilent faam a rizistans.,Ina nof sitieshan itek di faam a kiampien a sibl rizistans iem afta achiivin chienj bai nanvoilent faam a rizistans,20
"[[Ina]] som sitieshan iakompani, ar fala, bai sibl anres ahn ""h""aam ribelian.",Ina som sitieshan iakompani ar fala bai sibl anres ahn haam ribelian,12
"Im ton di fos King a di Babiluonian empaiya, an exten di kanchuol a babilan uova [[Mesopotiemia]] wen im win sohn waar gens di kingdom dem we de nier.",Im ton di fos King a di Babiluonian empaiya an exten di kanchuol a babilan uova Mesopotiemia wen im win sohn waar gens di kingdom dem we de nier,29
"Farenait a tempicha skiel bies pah wan propuoz [[ina]] 1724 bai di Puolish-baan Joerman fizisis Daniel Giebriel Farenait ([[Daniel Gabriel Fahrenheit]], 1686–1736), aafa uu di skiel niem.",Farenait a tempicha skiel bies pah wan propuoz ina bai di Puolishbaan Joerman fizisis Daniel Giebriel Farenait aafa uu di skiel niem,22
"Sout Osetia (os: ""Республикӕ Хуссар Ирыстон"") a wah terichri a [[Ieja]].",Sout Osetia a wah terichri a Ieja,7
Leonard Norman Cohen (21 September 1934 – 7 November 2016) wehna [[Kianada]]n singa.,Leonard Norman Cohen wehna Kianadan singa,6
"Di yuunit dem get bos ina di British empaiya, eksep fi di alredi indipendent [[YS]].",Di yuunit dem get bos ina di British empaiya eksep fi di alredi indipendent YS,15
"Saikalaji a di stodi a biyevia ah [[main]], we imbries aal aspek a yuuman expiiriens.",Saikalaji a di stodi a biyevia ah main we imbries aal aspek a yuuman expiiriens,15
A wah akademik disiplin ah aplai [[sayans]] we siik fi andastan indivijal ah gruup bai establish jinaral prinsipl ah risaach spisifik kies.,A wah akademik disiplin ah aplai sayans we siik fi andastan indivijal ah gruup bai establish jinaral prinsipl ah risaach spisifik kies,22
Benin a wahn konchri ina [[Afrika]].,Benin a wahn konchri ina Afrika,6
"Matimatikal analisis a branch a [[matimatix]] we todi kantinyuos chienj ah ingkluud di tiiri a difranshieshan, intigrieshan, mejament, limit, infinet siiriz, ah analitik fongshan.",Matimatikal analisis a branch a matimatix we todi kantinyuos chienj ah ingkluud di tiiri a difranshieshan intigrieshan mejament limit infinet siiriz ah analitik fongshan,24
"Analisis ivalv frah [[kialkiulos]], we invalv di elimenchri kansep ah tekniik a analisis.",Analisis ivalv frah kialkiulos we invalv di elimenchri kansep ah tekniik a analisis,13
"Edga Alan Puo ar Edgar Allan Poe (19 Janiweri 1809 – 7 Aktuoba 1849) a weh wah Moerkan puoyt, [[shaat tuori]] raita, ""h""edita ah litareri kritik, uu kansida az paat a di Moerkan Ruomantik Muuvment.",Edga Alan Puo ar Edgar Allan Poe a weh wah Moerkan puoyt shaat_tuori raita hedita ah litareri kritik uu kansida az paat a di Moerkan Ruomantik Muuvment,27
Kianal ah navigieshan a yuuman-[[mek]] chanil fi waata.,Kianal ah navigieshan a yuumanmek chanil fi waata,8
Puotigiis (Puotigiis: Português) a wah Romans languij dat orijiniet ina waa nou Gialisia ah nadan [[Puotigal]].,Puotigiis a wah Romans languij dat orijiniet ina waa nou Gialisia ah nadan Puotigal,14
"Idiraiv frah di Latn wa piik bai di ruomanaiz Prii-Ruoman piipl a di [[Aibiirian Peninsiula]] (niemli di Gialiesi, di Luusitanian, di Keltik ah di Kanyi) roun 2000 ier ago.",Idiraiv frah di Latn wa piik bai di ruomanaiz PriiRuoman piipl a di Aibiirian_Peninsiula roun ier ago,17
Ipred wolwaid ina di 15t ah 16t senchri az Puotigal extablish wah koluonial ah komoershal empaya (1415–1999) we span frah [[Brazil]] ina di [[Amoerkaz]] tu Goa ah ada paat a [[India]] ah Makau ina [[Chaina]].,Ipred wolwaid ina di t ah t senchri az Puotigal extablish wah koluonial ah komoershal empaya we span frah Brazil ina di Amoerkaz tu Goa ah ada paat a India ah Makau ina Chaina,34
"Iweh yuuz az di ""h""exkluusiv ""lingua franca"" pah di ailan a [[Sri Langka]] fi liklmuos 350 ier.",Iweh yuuz az di hexkluusiv lingua franca pah di ailan a Sri_Langka fi liklmuos ier,15
"Juurin dat taim, nof kryuol languij bies pah Puotigiis apier azwel rong di wol, espeshal ina [[Afrika]], [[Ieja]], ah di [[Kiaribiyan]].",Juurin dat taim nof kryuol languij bies pah Puotigiis apier azwel rong di wol espeshal ina Afrika Ieja ah di Kiaribiyan,21
Seon) a wah skuul a Mahayaana [[Budizim]] we arijiniet a [[Chaina]].,Seon a wah skuul a Mahayaana Budizim we arijiniet a Chaina,11
Di Inviejan a Jumieka wena amfibios expidishan kandok bai di [[Ingglish]] ina di Kiaribiyan ina 1655 we rizolt ina di kiapcha a di ailant frah [[Spien]].,Di Inviejan a Jumieka wena amfibios expidishan kandok bai di Ingglish ina di Kiaribiyan ina we rizolt ina di kiapcha a di ailant frah Spien,25
Pah 19 Mie tuu Panish sekla si wah singkuma fliit siem az ikom rong Paint Morant ah deh waan di Panish Gobna [[Juan Ramírez de Arellano]].,Pah Mie tuu Panish sekla si wah singkuma fliit siem az ikom rong Paint Morant ah deh waan di Panish Gobna Juan_Ramírez_de_Arellano,22
Az die lait pah 21 [[Mie]] di Ingglish manij fi penichiet di shala waata a Caguaya Bay (nou Kagwe Bie) we Wiliam Pen (William Penn) chansfor tu fran ih 60-gon ship Swiftsure abuod di laita 12-gon giali Martin a-liid flotila a sumaala kraaf.,Az die lait pah Mie di Ingglish manij fi penichiet di shala waata a Caguaya Bay we Wiliam Pen chansfor tu fran ih gon ship Swiftsure abuod di laita gon giali Martin aliid flotila a sumaala kraaf,37
"Di anful a inexpiirians difenda liid bai [[Francisco]] de Proenza, wah luokal istiet uona, ar hacendado, deh kuiktaim ronwe lef de.",Di anful a inexpiirians difenda liid bai Francisco de Proenza wah luokal istiet uona ar hacendado deh kuiktaim ronwe lef de,21
[[Penn]] den disembaak ih kantinjent ah advans di six mail gaa [[Santiago de la Vega]] we ih iizi-iizi kiapcha.,Penn den disembaak ih kantinjent ah advans di six mail gaa Santiago de la Vega we ih iiziiizi kiapcha,19
[[Penn]] den suif-suif akiupai di tong ah oblaij di difiitid Ramirez fi rikues palaava.,Penn den suifsuif akiupai di tong ah oblaij di difiitid Ramirez fi rikues palaava,14
"Ih anongs tu Ramírez se di ailan eh fi bi poermanentli anex bai di Kamanwelt a [[Ingglan]] ah dat di inabitantdem eh fi abandan di ailan widin di fuotnait, pah pien a det.",Ih anongs tu Ramírez se di ailan eh fi bi poermanentli anex bai di Kamanwelt a Ingglan ah dat di inabitantdem eh fi abandan di ailan widin di fuotnait pah pien a det,33
"Ousomeba a no haal a di Panish rezidentdem rekanaiz dis arienjment, ah Maestre de Campo de Proenza afta ih don-ivakiuyet uoliip a nankombatant bai buot tuad [[Kyuuba]] frah nadan [[Jumieka]], extablish ih edkwaata a di hinlan tong a Guatibacoa.",Ousomeba a no haal a di Panish rezidentdem rekanaiz dis arienjment ah Maestre de Campo de Proenza afta ih donivakiuyet uoliip a nankombatant bai buot tuad Kyuuba frah nadan Jumieka extablish ih edkwaata a di hinlan tong a Guatibacoa,39
Di Ingglish suuh taat sik ah taav so Pen ah Venablz uda tek muos a di expidishan gubak a [[Ingglan]] ina Aagos.,Di Ingglish suuh taat sik ah taav so Pen ah Venablz uda tek muos a di expidishan gubak a Ingglan ina Aagos,22
Pen ah Venablz [[fried]] fi Kramwel fi no kiapcha [[Ispanyuola]].,Pen ah Venablz fried fi Kramwel fi no kiapcha Ispanyuola,10
Deh [[fried]] jostifai wen Kramwel chuo di tuu a dem [[ina]] di Towa.,Deh fried jostifai wen Kramwel chuo di tuu a dem ina di Towa,13
"Ih soxiid bai Cristóbal Arnaldo de Issasi, uu kantiniu fi putop pyaa-pyaa rizistans fi [[chrii]] muo ier.",Ih soxiid bai Cristóbal Arnaldo de Issasi uu kantiniu fi putop pyaapyaa rizistans fi chrii muo ier,17
Di Panish atemp fi riitek [[Jumieka]] tuu taim uoba di nex fyuu ier; di fos taim a wen Isasi get difiit a Uochi Rayas ina 1657 ah wid a wuoliip laaja fuos rikruut frah Nyuu [[Spien]] get difiit agen a Raya Nuevo ina 1658.,Di Panish atemp fi riitek Jumieka tuu taim uoba di nex fyuu ier di fos taim a wen Isasi get difiit a Uochi Rayas ina ah wid a wuoliip laaja fuos rikruut frah Nyuu Spien get difiit agen a Raya Nuevo ina,42
Afta demya fielia [[Jumieka]] langsaida di [[Kieman Ailanz]] ivenchali siid bai di Panish tu di Ingglish krong a di Chriiti a Majrid (1670).,Afta demya fielia Jumieka langsaida di Kieman Ailanz ivenchali siid bai di Panish tu di Ingglish krong a di Chriiti a Majrid,22
"[[Anda]] British ruul [[Jumieka]] suuhtaim bikomz wah singkuma prafitebl pozeshan, we projuus kulu-kulu banz a shuga fi di uom maakit an ivenchali fi adaels kalani.",Anda British ruul Jumieka suuhtaim bikomz wah singkuma prafitebl pozeshan we projuus kulukulu banz a shuga fi di uom maakit an ivenchali fi adaels kalani,25
"Goethe wok dem span wuoliip a fiil, fram puoichri, draama, [[lichicha]], tialaji, yuumanizm, an saiyans.",Goethe wok dem span wuoliip a fiil fram puoichri draama lichicha tialaji yuumanizm an saiyans,15
"Santa Cruz de Yanguas a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Santa Cruz de Yanguas a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien,15
"Di Alps a di ayis ah muos extensiv mountn rienj sistim we wuola it lokiet ina [[Yuurop]], chrechout apraximetli 1,200 kilomita kraas iet Alpain konchri: [[Aschria]], [[Frans]], [[Joermani]], [[Itali]], [[Liktenstain]], [[Manako]], [[Sloviinia]], ah [[Suitsalan]].",Di Alps a di ayis ah muos extensiv mountn rienj sistim we wuola it lokiet ina Yuurop chrechout apraximetli kilomita kraas iet Alpain konchri Aschria Frans Joermani Itali Liktenstain Manako Sloviinia ah Suitsalan,33
"Manaaki a faam a [[gobament]] we wah gruup, yuujali wah fambili kaal rayalti, embadi di konchri nashinal aidentiti ah wan a imemba, kaal di manaak, exasaiz di ruol a savrinti.",Manaaki a faam a gobament we wah gruup yuujali wah fambili kaal rayalti embadi di konchri nashinal aidentiti ah wan a imemba kaal di manaak exasaiz di ruol a savrinti,30
"Di Kiaribiyan Sii a wah badi a waata we de nex tu di [[Atlantik Uoshan]], ah di Golf a Mexiko.",Di Kiaribiyan Sii a wah badi a waata we de nex tu di Atlantik_Uoshan ah di Golf a Mexiko,19
"Ibaada bai [[Venizuela]] ah [[Kolombia]] tu di sout; [[Panamaa]] pah di soutwes; [[Kasta Riika]], [[Nikaragua]], [[Guatimaala]], [[Andyuuras]], ah Beliiz pah di wes; di Grieta Antiliiz ([[Kyuuba]], [[Jumieka]], di [[Daminikan Ripoblik]] ah [[Puoto Riiko]]) pah di naat ah di Lesa Antiliiz pah di iis.",Ibaada bai Venizuela ah Kolombia tu di sout Panamaa pah di soutwes Kasta Riika Nikaragua Guatimaala Andyuuras ah Beliiz pah di wes di Grieta Antiliiz pah di naat ah di Lesa Antiliiz pah di iis,35
"Di wuola di ieria a di Kiaribiyan Sii, di nof-nof ailan a di Wes Indiz, ah aal di kuos pah di baada, kalektivli niem di [[Kiaribiyan]].",Di wuola di ieria a di Kiaribiyan Sii di nofnof ailan a di Wes Indiz ah aal di kuos pah di baada kalektivli niem di Kiaribiyan,26
"Vybz Kartel (ril niem Adidjah Azim Palmer) a wah [[Jumieka]]n rappa, singa an DJ fram Portmore, Jumieka.",Vybz Kartel a wah Jumiekan rappa singa an DJ fram Portmore Jumieka,12
Maasn eh-chrabl gaa [[Landan]] ina 1932 ah wok fi di BBC juurin [[Wol Waar II]].,Maasn ehchrabl gaa Landan ina ah wok fi di BBC juurin Wol Waar II,14
"Az pitni iivn bifuo shi go a skuul shi wena avid riida a avielobl lichicha, deh taim de wena muosli [[Ingglish]] klasikal lichicha.",Az pitni iivn bifuo shi go a skuul shi wena avid riida a avielobl lichicha deh taim de wena muosli Ingglish klasikal lichicha,23
"Afta shi lef frah Amtan, shi fain wok a [[Kinston]] az valintier suoshal woka ah yuuz di sekritierial skil, laka stenagrafi, we shi eh-laan a skuul.",Afta shi lef frah Amtan shi fain wok a Kinston az valintier suoshal woka ah yuuz di sekritierial skil laka stenagrafi we shi ehlaan a skuul,26
Iwin di Mosgriev Medal frah di [[Instityuut a Jumieka]].,Iwin di Mosgriev Medal frah di Instityuut_a_Jumieka,7
"Frah 1932 tu 1945, Maasn muuv kom ah go bitwiin [[Landan]] ah [[Jumieka]].",Frah tu Maasn muuv kom ah go bitwiin Landan ah Jumieka,11
"Demya ier, Maasn kipaan a-rait fi advokiet feminizim, bot wan a ar nyuu emfasis eh-de pah di ries ishu ina [[Ingglan]].",Demya ier Maasn kipaan arait fi advokiet feminizim bot wan a ar nyuu emfasis ehde pah di ries ishu ina Ingglan,21
Maasn fos muuv a [[Landan]] ina 1932.,Maasn fos muuv a Landan ina,6
"Di riesizim ah sexizim shi miit de ""chranzfaam buot ar laif an ar puoychri""; Di vais [[ina]] ar puoychri get muo fuokos pah di aidentiti a blak uman [[ina]] [[Ingglan]].",Di riesizim ah sexizim shi miit de chranzfaam buot ar laif an ar puoychri Di vais ina ar puoychri get muo fuokos pah di aidentiti a blak uman ina Ingglan,30
"Ina dis piiriad den, Maasn no onggl kantiniu fi rait bout umandem ruol [[ina]] sasayati, bot azwel shi [[put]] [[ina]] di mix di ishudem we fies blak piipl uu lib a [[Ingglan]].",Ina dis piiriad den Maasn no onggl kantiniu fi rait bout umandem ruol ina sasayati bot azwel shi put ina di mix di ishudem we fies blak piipl uu lib a Ingglan,32
"Ina Julai 1933, shi rait wah puoym kaal ""Niga"" (""Nigger"") we uda apier ina di Liig a Kolad Piipl ([[League of Coloured Peoples]]) joernal, ""Di Kiidem"" (""The Keys""); wan a Maasn muo fuosful puoym fi ajres riesizim ina [[Ingglan]], ""Niga"" onggl si lait sebm ier lieta wen iweh poblish ina 1940.",Ina Julai shi rait wah puoym kaal Niga we uda apier ina di Liig a Kolad Piipl joernal Di Kiidem wan a Maasn muo fuosful puoym fi ajres riesizim ina Ingglan Niga onggl si lait sebm ier lieta wen iweh poblish ina,42
"Bai 1935, shi weh-invalv wid di Intanashinal Alayans a Uman bies ina [[Istanbul]].",Bai shi wehinvalv wid di Intanashinal Alayans a Uman bies ina Istanbul,12
"Maasn ritoern baka [[Jumieka]] ina 1936, we wan a ar guol eh fi promuot nashinal lichicha.",Maasn ritoern baka Jumieka ina we wan a ar guol eh fi promuot nashinal lichicha,15
"Wan step shi eh-tek fi achiiv dis guol ena fi elp kriet di [[Kinston]] Riidaz ah Raitaz Klob, azwel az di [[Kinston]] Jraama Klob.",Wan step shi ehtek fi achiiv dis guol ena fi elp kriet di Kinston Riidaz ah Raitaz Klob azwel az di Kinston Jraama Klob,24
"Shi azwel foun di [[Jumieka]] Sieb di Chiljren Fon, wah aaganizieshan we riez fon fi gi puo pitni moni fi get biesik edikieshan.",Shi azwel foun di Jumieka Sieb di Chiljren Fon wah aaganizieshan we riez fon fi gi puo pitni moni fi get biesik edikieshan,23
"Fi promuot Jumiekan lichicha, shi poblish ""Mat ah di Staar"" (""Moth and the Star""), [[ina]] 1937.",Fi promuot Jumiekan lichicha shi poblish Mat ah di Staar ina,11
"Nof puoym [[ina]] dat valyuum demanschriet ou no mata di midia puochryeal se blak uman ab infiiria byuuti kompier tu wait uman, blak uman shuda stil kanfident ina deh uona fizikal byuuti.",Nof puoym ina dat valyuum demanschriet ou no mata di midia puochryeal se blak uman ab infiiria byuuti kompier tu wait uman blak uman shuda stil kanfident ina deh uona fizikal byuuti,32
