text,text_clean,text_ents
"Egzampl a bies a di aijraxaid a di halkalai metaldem ah alkalain oert metaldem (NaOH, Ca(OH)2, esechra).",Egzampl a bies a di aijraxaid a di halkalai metaldem ah alkalain oert metaldem NaOH CaOH esechra,Egzampl a bies a di aijraxaid a di halkalai metaldem ah alkalain oert metaldem NaOH CaOH esechra
Wiil a wah soerkiula kompuonent inten fi rotiet pah wah axl bierinz.,Wiil a wah soerkiula kompuonent inten fi rotiet pah wah axl bierinz,Wiil a wah soerkiula kompuonent inten fi rotiet pah wah axl bierinz
Ilekchokaadiagrafi (ECG ar EKG*) a di pruoses fi rekaad di hilekchikal aktiviti a di [[aat]] uoba a piiriad a taim bai yuuz ilekchuod put pah di kin.,Ilekchokaadiagrafi ECG ar EKG a di pruoses fi rekaad di hilekchikal aktiviti a di aat uoba a piiriad a taim bai yuuz ilekchuod put pah di kin,Ilekchokaadiagrafi ECG ar EKG a di pruoses fi rekaad di hilekchikal aktiviti a di aat uoba a piiriad a taim bai yuuz ilekchuod put pah di kin
Demaya ilekchuod ditek soh biini ilechikal chienj pah di kin we koh frah di aat mosl ilekchofiziolajik patan a dipuolaraizin juurin iich aatbiit.,Demaya ilekchuod ditek soh biini ilechikal chienj pah di kin we koh frah di aat mosl ilekchofiziolajik patan a dipuolaraizin juurin iich aatbiit,Demaya ilekchuod ditek soh biini ilechikal chienj pah di kin we koh frah di aat mosl ilekchofiziolajik patan a dipuolaraizin juurin iich aatbiit
A wah kaman kaadialaji tes we pofaam nof.,A wah kaman kaadialaji tes we pofaam nof,A wah kaman kaadialaji tes we pofaam nof
"Di British Voerjin Ailanz a wah British Uobasii Terichri we de ina di [[Kiaribiyan Sii]], tu di iis a [[Puoto Riiko]].",Di British Voerjin Ailanz a wah British Uobasii Terichri we de ina di Kiaribiyan Sii tu di iis a Puoto Riiko,Di British Voerjin Ailanz a wah British Uobasii Terichri we de ina di Kiaribiyan_Sii tu di iis a Puoto Riiko
Di ailandem a paat a di Voerjin Ailan aachipelago; di res a ailandem a paat a di [[Yunaitid Stiet Voerjin Ailanz]].,Di ailandem a paat a di Voerjin Ailan aachipelago di res a ailandem a paat a di Yunaitid Stiet Voerjin Ailanz,Di ailandem a paat a di Voerjin Ailan aachipelago di res a ailandem a paat a di Yunaitid_Stiet_Voerjin_Ailanz
"Di ailandem kansis a di mien ailan a Taatuola, Voerjin Gaada, Anegiada, ah Yos Van Daik, ah uoba 50 ada likl-likl ailan ah kie.",Di ailandem kansis a di mien ailan a Taatuola Voerjin Gaada Anegiada ah Yos Van Daik ah uoba ada likllikl ailan ah kie,Di ailandem kansis a di mien ailan a Taatuola Voerjin Gaada Anegiada ah Yos Van Daik ah uoba ada likllikl ailan ah kie
Nobadi no lib pah bout 15 a di ailan.,Nobadi no lib pah bout a di ailan,Nobadi no lib pah bout a di ailan
"Di bigis ailan, Taatuola, a bout 20 km (bout (12 mail) ah 5 km (bout 3 mail) waid.",Di bigis ailan Taatuola a bout km bout mail ah km bout mail waid,Di bigis ailan Taatuola a bout km bout mail ah km bout mail waid
"Di ailandem ab a tuotal papilieshan a bout 22,000, ah bout 18,000 a dem lib pah Taatuola.",Di ailandem ab a tuotal papilieshan a bout ah bout a dem lib pah Taatuola,Di ailandem ab a tuotal papilieshan a bout ah bout a dem lib pah Taatuola
"Ruod Tong, di kiapital, de pah Taatuola.",Ruod Tong di kiapital de pah Taatuola,Ruod Tong di kiapital de pah Taatuola
"Shinto (神道 ""Shintō""), aalso kaal kami-no-michi, a wah etnik rilijan a di piipl a Japan.",Shinto 神道 Shintō aalso kaal kaminomichi a wah etnik rilijan a di piipl a Japan,Shinto 神道 Shintō aalso kaal kaminomichi a wah etnik rilijan a di piipl a Japan
"Ifuokos pah richual praktis fi fala dilijentli, fi extablish kanekshan bitwiin prezant-die Japan ani ienshent paas.",Ifuokos pah richual praktis fi fala dilijentli fi extablish kanekshan bitwiin prezantdie Japan ani ienshent paas,Ifuokos pah richual praktis fi fala dilijentli fi extablish kanekshan bitwiin prezantdie Japan ani ienshent paas
"Shinto praktis eh fos rikaad ah kuodifai ah raitdong ina di istarikal rekaad a di ""Kojiki"" ah ""Nihon Shoki"" ina di 8t senchri.",Shinto praktis eh fos rikaad ah kuodifai ah raitdong ina di istarikal rekaad a di Kojiki ah Nihon Shoki ina di t senchri,Shinto praktis eh fos rikaad ah kuodifai ah raitdong ina di istarikal rekaad a di Kojiki ah Nihon Shoki ina di t senchri
"Stil, demya hoerlies Japaniiz raitn no refa tu wah yunifai ""Shinto rilijan"", bot muo tu wah kalekshan a nietiv beliif ah mitalaji.",Stil demya hoerlies Japaniiz raitn no refa tu wah yunifai Shinto rilijan bot muo tu wah kalekshan a nietiv beliif ah mitalaji,Stil demya hoerlies Japaniiz raitn no refa tu wah yunifai Shinto rilijan bot muo tu wah kalekshan a nietiv beliif ah mitalaji
"Tide Shinto a toerm we aplai tu di rilijan a poblik shraindem we divuot tu di woship a moltityuud a [[gad]] (""kami""), askaadn tu difrah-difrah poerpos laka waar mimuorial ah aavis festival, ah aplai azwel tu vierios sektierian aaganizieshan.",Tide Shinto a toerm we aplai tu di rilijan a poblik shraindem we divuot tu di woship a moltityuud a gad kami askaadn tu difrahdifrah poerpos laka waar mimuorial ah aavis festival ah aplai azwel tu vierios sektierian aaganizieshan,Tide Shinto a toerm we aplai tu di rilijan a poblik shraindem we divuot tu di woship a moltityuud a gad kami askaadn tu difrahdifrah poerpos laka waar mimuorial ah aavis festival ah aplai azwel tu vierios sektierian aaganizieshan
"Praktishana expres deh daivoers biliif chuu wah standad languij ah praktis, ah bai adap simila stail ina jres ah richual, we diet frah rong di taim a di Nara ah Heyan piiriad (8t tu 12f senchri KE).",Praktishana expres deh daivoers biliif chuu wah standad languij ah praktis ah bai adap simila stail ina jres ah richual we diet frah rong di taim a di Nara ah Heyan piiriad t tu f senchri KE,Praktishana expres deh daivoers biliif chuu wah standad languij ah praktis ah bai adap simila stail ina jres ah richual we diet frah rong di taim a di Nara ah Heyan piiriad t tu f senchri KE
Kiep Voerdi a wahn konchri ina [[Afrika]].,Kiep Voerdi a wahn konchri ina Afrika,Kiep Voerdi a wahn konchri ina Afrika
"Arcos de Jalón a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Arcos de Jalón a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Arcos de Jalón a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Muriel Viejo a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Muriel Viejo a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Muriel Viejo a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Weda a di stiet a di atmosfier, tu di digrii ou iat ar kuol, wet ar jrai, kyaam ar staami, klier ar kloudi.",Weda a di stiet a di atmosfier tu di digrii ou iat ar kuol wet ar jrai kyaam ar staami klier ar kloudi,Weda a di stiet a di atmosfier tu di digrii ou iat ar kuol wet ar jrai kyaam ar staami klier ar kloudi
"Imuoshan, ina ebridie spiich, a ""h""eni relitivli briif kanchos expiirians kiaraktaraiz bai intens mental aktiviti an a ai digrii a pleja ar displeja.",Imuoshan ina ebridie spiich a heni relitivli briif kanchos expiirians kiaraktaraiz bai intens mental aktiviti an a ai digrii a pleja ar displeja,Imuoshan ina ebridie spiich a heni relitivli briif kanchos expiirians kiaraktaraiz bai intens mental aktiviti an a ai digrii a pleja ar displeja
Sayantifik diskuos eh-jrif tu ada miinin ah no kansensos kyaah riich pan a definishan.,Sayantifik diskuos ehjrif tu ada miinin ah no kansensos kyaah riich pan a definishan,Sayantifik diskuos ehjrif tu ada miinin ah no kansensos kyaah riich pan a definishan
"Imuoshan muotaim intatwain wid muud, temprament, persnaliti, dispozishan, ah motivieshan.",Imuoshan muotaim intatwain wid muud temprament persnaliti dispozishan ah motivieshan,Imuoshan muotaim intatwain wid muud temprament persnaliti dispozishan ah motivieshan
"Ina som tiori, kagnishan a wah impuotant aspek a imuoshan.",Ina som tiori kagnishan a wah impuotant aspek a imuoshan,Ina som tiori kagnishan a wah impuotant aspek a imuoshan
"Demde uu ak praimerili pah imuoshan dem a-fiil maita siim laka deh naa tingk, bot mental pruoses stil isenshal, potikiula ina di intoerpritieshan a ivent.",Demde uu ak praimerili pah imuoshan dem afiil maita siim laka deh naa tingk bot mental pruoses stil isenshal potikiula ina di intoerpritieshan a ivent,Demde uu ak praimerili pah imuoshan dem afiil maita siim laka deh naa tingk bot mental pruoses stil isenshal potikiula ina di intoerpritieshan a ivent
"Fi egzampl, di riilizieshan a wi biliif se wi ina dienjaros sitieshan ah di sobsikuent arouzal a wi badi noervos sistim (eg.",Fi egzampl di riilizieshan a wi biliif se wi ina dienjaros sitieshan ah di sobsikuent arouzal a wi badi noervos sistim eg,Fi egzampl di riilizieshan a wi biliif se wi ina dienjaros sitieshan ah di sobsikuent arouzal a wi badi noervos sistim eg
"rapid aatbiit ah briidin, swetin, mosl tenshan) intigral tu di expiirians we wi fiil [[fried]].",rapid aatbiit ah briidin swetin mosl tenshan intigral tu di expiirians we wi fiil fried,rapid aatbiit ah briidin swetin mosl tenshan intigral tu di expiirians we wi fiil fried
"Ada tiori, ousomeba, kliem se imuoshan sepret frah ah kiah prisiid kagnishan.",Ada tiori ousomeba kliem se imuoshan sepret frah ah kiah prisiid kagnishan,Ada tiori ousomeba kliem se imuoshan sepret frah ah kiah prisiid kagnishan
Aizak Mendiz Belisario ar Isaac Mendes Belisario (1795–1849) wena Jumiekan aatis a Juwish disent.,Aizak Mendiz Belisario ar Isaac Mendes Belisario wena Jumiekan aatis a Juwish disent,Aizak Mendiz Belisario ar Isaac Mendes Belisario wena Jumiekan aatis a Juwish disent
"Ih weh aktiv ina Kinston rong di taim a Imansipieshan ah ih wok, ina pient ah ina print, provaid wah rier ah rich yai-witnis dakiument a laif ina Jumieka.",Ih weh aktiv ina Kinston rong di taim a Imansipieshan ah ih wok ina pient ah ina print provaid wah rier ah rich yaiwitnis dakiument a laif ina Jumieka,Ih weh aktiv ina Kinston rong di taim a Imansipieshan ah ih wok ina pient ah ina print provaid wah rier ah rich yaiwitnis dakiument a laif ina Jumieka
Ih a wan a di hoerlies aatis fi tek wah Jumieka-senchrik apruoch tu di ailan kolcha.,Ih a wan a di hoerlies aatis fi tek wah Jumiekasenchrik apruoch tu di ailan kolcha,Ih a wan a di hoerlies aatis fi tek wah Jumiekasenchrik apruoch tu di ailan kolcha
"Ih puotfolio a litograf ""Skech a Kiarakta, ina Iloschrieshan a di Abit, Akiupieshan, ah Kastyuum a di Nigro Papilieshan ina di Ailan a Jumieka"", (Sketches of Character, In Illustration of the Habits, Occupation, and Costume of the Negro Population in the Island of Jamaica), weh poblish ina kalaborieshan wid di litografa Adalf Dyuupali (Adolphe Duperly) ina 1837-38, dakiument aktiviti a di slievdem imidietli afta deh imansipieshan.",Ih puotfolio a litograf Skech a Kiarakta ina Iloschrieshan a di Abit Akiupieshan ah Kastyuum a di Nigro Papilieshan ina di Ailan a Jumieka Sketches of Character In Illustration of the Habits Occupation and Costume of the Negro Population in the Island of Jamaica weh poblish ina kalaborieshan wid di litografa Adalf Dyuupali Adolphe Duperly ina dakiument aktiviti a di slievdem imidietli afta deh imansipieshan,Ih puotfolio a litograf Skech a Kiarakta ina Iloschrieshan a di Abit Akiupieshan ah Kastyuum a di Nigro Papilieshan ina di Ailan a Jumieka Sketches of Character In Illustration of the Habits Occupation and Costume of the Negro Population in the Island of Jamaica weh poblish ina kalaborieshan wid di litografa Adalf Dyuupali Adolphe Duperly ina dakiument aktiviti a di slievdem imidietli afta deh imansipieshan
Som a di print a di hoerlies vijual riprizentieshan a di maskaried faam Jangkunu.,Som a di print a di hoerlies vijual riprizentieshan a di maskaried faam Jangkunu,Som a di print a di hoerlies vijual riprizentieshan a di maskaried faam Jangkunu
Belisario wok aafa wah yuuniik puochret a Jumiekan kolcha a wah pivatal istarikal muoment.,Belisario wok aafa wah yuuniik puochret a Jumiekan kolcha a wah pivatal istarikal muoment,Belisario wok aafa wah yuuniik puochret a Jumiekan kolcha a wah pivatal istarikal muoment
"Di Toerx ah Kiekos Ailanz a British Uobasiiz Terichri, we kantien di laaja Kiekos Ailanz ah sumaala Toerx Ailanz, tuu gruup a chrapikal ailan ina di Lukayan Aachipelago.",Di Toerx ah Kiekos Ailanz a British Uobasiiz Terichri we kantien di laaja Kiekos Ailanz ah sumaala Toerx Ailanz tuu gruup a chrapikal ailan ina di Lukayan Aachipelago,Di Toerx ah Kiekos Ailanz a British Uobasiiz Terichri we kantien di laaja Kiekos Ailanz ah sumaala Toerx Ailanz tuu gruup a chrapikal ailan ina di Lukayan Aachipelago
Deh sitiet naat a di laaja Grieta Antiliiz ailan gruup ah sout a di [[Ba'aamaz]].,Deh sitiet naat a di laaja Grieta Antiliiz ailan gruup ah sout a di Baaamaz,Deh sitiet naat a di laaja Grieta Antiliiz ailan gruup ah sout a di Baaamaz
Deh nuo praimerili fi tuorizim ah az aafshuo finanshal senta.,Deh nuo praimerili fi tuorizim ah az aafshuo finanshal senta,Deh nuo praimerili fi tuorizim ah az aafshuo finanshal senta
"49,000 smadi faam di rezident papilieshan.",smadi faam di rezident papilieshan,smadi faam di rezident papilieshan
"23,769 a dem lib a Pravidensyaalis (Providenciales) pah Kiekos Ailan.",a dem lib a Pravidensyaalis Providenciales pah Kiekos Ailan,a dem lib a Pravidensyaalis Providenciales pah Kiekos Ailan
"Panamaa (Panish: ""Panamá""), ofishali niem di Ripoblik a Panamaa (Panish: ""República de Panamá""), a wah konchri ina [[Senchral Amoerka]], we de bitwiin [[Naat Amoerka]] ah [[Sout Amoerka]].",Panamaa Panish Panamá ofishali niem di Ripoblik a Panamaa Panish República de Panamá a wah konchri ina Senchral Amoerka we de bitwiin Naat Amoerka ah Sout Amoerka,Panamaa Panish Panamá ofishali niem di Ripoblik a Panamaa Panish República de Panamá a wah konchri ina Senchral_Amoerka we de bitwiin Naat Amoerka ah Sout Amoerka
"Ibaada wid [[Kasta Riika]] tu di wes, [[Kolombia]] tu di soutiis, di [[Kiaribiyan]] tu di naat ah di [[Pasifik Uoshan]] tu di sout.",Ibaada wid Kasta Riika tu di wes Kolombia tu di soutiis di Kiaribiyan tu di naat ah di Pasifik Uoshan tu di sout,Ibaada wid Kasta_Riika tu di wes Kolombia tu di soutiis di Kiaribiyan tu di naat ah di Pasifik Uoshan tu di sout
"Di kiapital ah laajis siti a Panamaa Siti, di mechopalitan ieria wepaat 3.9 milian smadi, nieli aaf a di konchi, lib.",Di kiapital ah laajis siti a Panamaa Siti di mechopalitan ieria wepaat milian smadi nieli aaf a di konchi lib,Di kiapital ah laajis siti a Panamaa Siti di mechopalitan ieria wepaat milian smadi nieli aaf a di konchi lib
"Riedaar a wah abjek-ditekshan sistim we yuuz riedio wiev fi ditoermin di rienj, anggl, ar velasiti a habjek.",Riedaar a wah abjekditekshan sistim we yuuz riedio wiev fi ditoermin di rienj anggl ar velasiti a habjek,Riedaar a wah abjekditekshan sistim we yuuz riedio wiev fi ditoermin di rienj anggl ar velasiti a habjek
"Ikiah yuuz fi ditek ierkraaf, ship, spieskraaf, gaidid misail, moto viikl, weda faamieshan, ah terien.",Ikiah yuuz fi ditek ierkraaf ship spieskraaf gaidid misail moto viikl weda faamieshan ah terien,Ikiah yuuz fi ditek ierkraaf ship spieskraaf gaidid misail moto viikl weda faamieshan ah terien
"[[A]] riedaar sistim kansis a chanzmita we projuus ilekchomagnetik wiev [[ina]] di riedio ar maikrowiev domien, wah imitin antena, wah risiivin antena (sepret ar di siem az di priivos wan) fi kiapcha heni ritoern frah abjek ina di paas a di signal we imit, wah risiiva ah pruosesa fi ditoermin di propatidem a di habjek.",A riedaar sistim kansis a chanzmita we projuus ilekchomagnetik wiev ina di riedio ar maikrowiev domien wah imitin antena wah risiivin antena sepret ar di siem az di priivos wan fi kiapcha heni ritoern frah abjek ina di paas a di signal we imit wah risiiva ah pruosesa fi ditoermin di propatidem a di habjek,A riedaar sistim kansis a chanzmita we projuus ilekchomagnetik wiev ina di riedio ar maikrowiev domien wah imitin antena wah risiivin antena sepret ar di siem az di priivos wan fi kiapcha heni ritoern frah abjek ina di paas a di signal we imit wah risiiva ah pruosesa fi ditoermin di propatidem a di habjek
Michael Joseph Jackson (29 Aagos 1958 – 25 Juun 2009) wehna Morkan singa.,Michael Joseph Jackson Aagos Juun wehna Morkan singa,Michael Joseph Jackson Aagos Juun wehna Morkan singa
"Aaganizieshan a Pichruoliom Expuotin Konchri [Ingglish: [[Organization of the Petroleum Exporting Countries]] ([[OPEC]], /ˈoʊpɛk/ ""OH-pek"", ar [[OPEP]] ina nof adaels languij)] a wah intagobamental aaganizieshan a 13 nieshan, foun [[ina]] 1960 [[ina]] [[Bagdad]] bai di fos faib memba, ah edkwaata sens 1965 [[ina]] [[Viena]].",Aaganizieshan a Pichruoliom Expuotin Konchri Ingglish Organization of the Petroleum Exporting Countries OPEC ˈoʊpɛk OHpek ar OPEP ina nof adaels languij a wah intagobamental aaganizieshan a nieshan foun ina ina Bagdad bai di fos faib memba ah edkwaata sens ina Viena,Aaganizieshan a Pichruoliom Expuotin Konchri Ingglish Organization_of_the_Petroleum_Exporting_Countries OPEC ˈoʊpɛk OHpek ar OPEP ina nof adaels languij a wah intagobamental aaganizieshan a nieshan foun ina ina Bagdad bai di fos faib memba ah edkwaata sens ina Viena
"Di 13 konchri akount fi 40 posent a gluobal ail prodokshan ah 73 posent a di wol ail rizoerv wa ""pruuv"", we gi [[OPEC]] mieja influens pah gluobal ail prais.",Di konchri akount fi posent a gluobal ail prodokshan ah posent a di wol ail rizoerv wa pruuv we gi OPEC mieja influens pah gluobal ail prais,Di konchri akount fi posent a gluobal ail prodokshan ah posent a di wol ail rizoerv wa pruuv we gi OPEC mieja influens pah gluobal ail prais
"OPEC stiet se deh mishan a ""fi kwaadiniet ah yuunifai di pichruoliom palisi a di memba konchridem ah fi inshuor di stiebilizieshan a di ""h""ail maakit, so az fi sikyuor ifishent, ikanamik ah regla soplai a pichruoliom tu kansyuuma, stedi ingkom tu projuusa, ah fier ritoern pah kiapital fi demde we inves ina di pichruoliom indoschri.""",OPEC stiet se deh mishan a fi kwaadiniet ah yuunifai di pichruoliom palisi a di memba konchridem ah fi inshuor di stiebilizieshan a di hail maakit so az fi sikyuor ifishent ikanamik ah regla soplai a pichruoliom tu kansyuuma stedi ingkom tu projuusa ah fier ritoern pah kiapital fi demde we inves ina di pichruoliom indoschri,OPEC stiet se deh mishan a fi kwaadiniet ah yuunifai di pichruoliom palisi a di memba konchridem ah fi inshuor di stiebilizieshan a di hail maakit so az fi sikyuor ifishent ikanamik ah regla soplai a pichruoliom tu kansyuuma stedi ingkom tu projuusa ah fier ritoern pah kiapital fi demde we inves ina di pichruoliom indoschri
