text,text_clean,text_ents
Adoelf Hitlar (20 [[Ieprel]] 1889 — † 30 Ieprel 1945; ) wos t' Führer a' [[Doichland]].,Adoelf Hitlar Ieprel — † Ieprel wos t Führer a Doichland,Adoelf Hitlar Ieprel — † Ieprel wos t Führer a Doichland
Hii es resposabal f' kilen mani o' em Juas.,Hii es resposabal f kilen mani o em Juas,Hii es resposabal f kilen mani o em Juas
"Hii an hiis kuntrii, [[Nazi Jirmanii]], wos difiitid i' [[Werl War II]].",Hii an hiis kuntrii Nazi Jirmanii wos difiitid i Werl War II,Hii an hiis kuntrii Nazi_Jirmanii wos difiitid i Werl War II
"Ongdalen esa plaes, formaa munisipalitii i' [[Norwaii]].",Ongdalen esa plaes formaa munisipalitii i Norwaii,Ongdalen esa plaes formaa munisipalitii i Norwaii
Kingston es t' mien toen an t' kapitel citii a' [[Jamaeka]].,Kingston es t mien toen an t kapitel citii a Jamaeka,Kingston es t mien toen an t kapitel citii a Jamaeka
T' popyulayshun es 662 426 piopel.,T popyulayshun es piopel,T popyulayshun es piopel
your mom,your mom,your mom
"Nihat Haluk Bilginer (Juun 5 1954, Ismir, [[Turkii]]) esa wun Turkiish akter, huu plaay rols a' em [[Inglish]] an Merikan film.",Nihat Haluk Bilginer Juun Ismir Turkii esa wun Turkiish akter huu plaay rols a em Inglish an Merikan film,Nihat Haluk Bilginer Juun Ismir Turkii esa wun Turkiish akter huu plaay rols a em Inglish an Merikan film
"Hii es best nouun f' hiis rol o' ""Mehmet Osman"" i' TV-opera ""EastEnders"".",Hii es best nouun f hiis rol o Mehmet Osman i TVopera EastEnders,Hii es best nouun f hiis rol o Mehmet Osman i TVopera EastEnders
Ai Frisian Ailen esa [[ailen]] i t' North sea.,Ai Frisian Ailen esa ailen i t North sea,Ai Frisian Ailen esa ailen i t North sea
Moldoewa ([[Romainyan]]: Moldova; [[Rushan]]: Молдавия) esa kuntrii i' [[Urup]].,Moldoewa Romainyan Moldova Rushan Молдавия esa kuntrii i Urup,Moldoewa Romainyan Moldova Rushan Молдавия esa kuntrii i Urup
T' kapitel citii es Kishinyow.,T kapitel citii es Kishinyow,T kapitel citii es Kishinyow
T' popyulayshun o' 2017 iya esa 3 550 900 piopel.,T popyulayshun o iya esa piopel,T popyulayshun o iya esa piopel
Jiografii.,Jiografii,Jiografii
Airea.,Airea,Airea
Kuwaa a' airea o' 33 864 km².,Kuwaa a airea o km²,Kuwaa a airea o km²
Gidrografii.,Gidrografii,Gidrografii
Deir esa 2 big rivers i' Moldoewa: Dnistr an Prut.,Deir esa big rivers i Moldoewa Dnistr an Prut,Deir esa big rivers i Moldoewa Dnistr an Prut
Paraguay esa inlan kuntrii i' [[Sowth Merika]].,Paraguay esa inlan kuntrii i Sowth Merika,Paraguay esa inlan kuntrii i Sowth_Merika
T' kapitel citii es Asunción.,T kapitel citii es Asunción,T kapitel citii es Asunción
Sierra Leona esa kuntrii i' [[Afreka]].,Sierra Leona esa kuntrii i Afreka,Sierra Leona esa kuntrii i Afreka
T' kapitel citii es Friitoen.,T kapitel citii es Friitoen,T kapitel citii es Friitoen
Tallinn () es t' kapitel an biges [[citii]] o [[Estonya]].,Tallinn es t kapitel an biges citii o Estonya,Tallinn es t kapitel an biges citii o Estonya
"Ivens François ""Toon"" Buffett wos wun politikel figure o' t' Ostrielyan External Teritrii a' [[Norfuk Ailen]].",Ivens François Toon Buffett wos wun politikel figure o t Ostrielyan External Teritrii a Norfuk Ailen,Ivens François Toon Buffett wos wun politikel figure o t Ostrielyan External Teritrii a Norfuk_Ailen
"T' Sauth Ailen moa ([[Maaori]]: ""Moa o Te Waipounamu"") es a [[moa]] from t' [[Sauth Ailen]] o' [[Nyuu Ziilan]].",T Sauth Ailen moa Maaori Moa o Te Waipounamu es a moa from t Sauth Ailen o Nyuu Ziilan,T Sauth Ailen moa Maaori Moa o Te Waipounamu es a moa from t Sauth Ailen o Nyuu Ziilan
I' es extinct.,I es extinct,I es extinct
Sowth Afreka esa kuntrii i' [[Afreka]].,Sowth Afreka esa kuntrii i Afreka,Sowth Afreka esa kuntrii i Afreka
I' es part o' t’ Commonwealth o’ Nations.,I es part o t ’ Commonwealth o ’ Nations,I es part o t ’ Commonwealth o ’ Nations
"T’ kapitel citiis are Pretoria, [[Cape Taun]] an Bloemfontein.",T ’ kapitel citiis are Pretoria Cape Taun an Bloemfontein,T ’ kapitel citiis are Pretoria Cape_Taun an Bloemfontein
T’ largest citii es [[Johannesburg]].,T ’ largest citii es Johannesburg,T ’ largest citii es Johannesburg
Neims.,Neims,Neims
[[Sowth Afreka]] has 11 offishul laenghwijs.,Sowth Afreka has offishul laenghwijs,Sowth_Afreka has offishul laenghwijs
Beijing es t' kapitel o' t' Piopel's Repablik o' Shiina an one o' t' moost popyulous citiis in t' world.,Beijing es t kapitel o t Piopels Repablik o Shiina an one o t moost popyulous citiis in t world,Beijing es t kapitel o t Piopels Repablik o Shiina an one o t moost popyulous citiis in t world
"T' popyulashun i' 2015 wos 21,705,000.",T popyulashun i wos,T popyulashun i wos
<br/>,br,br
"Bobrov esa toen i' [[Rusha]], t' populayshun esa 20 460 piopel (2018).",Bobrov esa toen i Rusha t populayshun esa piopel,Bobrov esa toen i Rusha t populayshun esa piopel
Hungrii esa kuntrii i' [[Urup]].,Hungrii esa kuntrii i Urup,Hungrii esa kuntrii i Urup
[[Budapest]] esa t' mien toen (an t' kapitel citii) o' Hungrii.,Budapest esa t mien toen an t kapitel citii o Hungrii,Budapest esa t mien toen an t kapitel citii o Hungrii
"T' popyulayshun a' kuntrii es 9,797,561 salan i' 2017.",T popyulayshun a kuntrii es salan i,T popyulayshun a kuntrii es salan i
"Kuwaa es a' 93,030 km² airea.",Kuwaa es a km² airea,Kuwaa es a km² airea
Botswana esa kuntrii i' [[Afreka]].,Botswana esa kuntrii i Afreka,Botswana esa kuntrii i Afreka
 esa kuntrii i' [[Asya]].,esa kuntrii i Asya,esa kuntrii i Asya
" (), ofisholi , es one a' t' 47 prefectures a' [[Japan]].",ofisholi es one a t prefectures a Japan,ofisholi es one a t prefectures a Japan
"Tokyo es t' kapitel a' Japan, t' center a' t' Greater Tokyo Airea, an t' biges metropolitan airea in t' world.",Tokyo es t kapitel a Japan t center a t Greater Tokyo Airea an t biges metropolitan airea in t world,Tokyo es t kapitel a Japan t center a t Greater Tokyo Airea an t biges metropolitan airea in t world
James Gordon Brown (born 9 [[Febyuweri]] 1951) waas t' Priim Minista a' t' [[Yunitid Kingdum]].,James Gordon Brown born Febyuweri waas t Priim Minista a t Yunitid Kingdum,James Gordon Brown born Febyuweri waas t Priim Minista a t Yunitid Kingdum
Northan Teritrii esa fedrel teritrii i' t' north o' [[Ostrielya]].,Northan Teritrii esa fedrel teritrii i t north o Ostrielya,Northan Teritrii esa fedrel teritrii i t north o Ostrielya
"[[Daarwin]] esa kapitel a' biges citii, [[Alis Springs]] a' Ten'nent Criik a' otha citii.",Daarwin esa kapitel a biges citii Alis Springs a Tennent Criik a otha citii,Daarwin esa kapitel a biges citii Alis Springs a Tennent Criik a otha citii
Jiiografii.,Jiiografii,Jiiografii
"Northan Teritrii esa't sentril-north o' Ostrielya, eist o' West Ostrielya, north o' [[Sowth Ostrielya]], a' west o' [[Kwiinsland]].",Northan Teritrii esat sentrilnorth o Ostrielya eist o West Ostrielya north o Sowth Ostrielya a west o Kwiinsland,Northan Teritrii esat sentrilnorth o Ostrielya eist o West Ostrielya north o Sowth_Ostrielya a west o Kwiinsland
"Tuu em rok formashun, Eirs Rok (Uluru) a' Dem Olga a' i' teritrii.",Tuu em rok formashun Eirs Rok Uluru a Dem Olga a i teritrii,Tuu em rok formashun Eirs Rok Uluru a Dem Olga a i teritrii
Kakadu Nashunul Paark a'i' north o' t' teritrii.,Kakadu Nashunul Paark ai north o t teritrii,Kakadu Nashunul Paark ai north o t teritrii
West esa wun o' 4 kardienl direkshuns.,West esa wun o kardienl direkshuns,West esa wun o kardienl direkshuns
Et es bin opposaet direkshun f' iist.,Et es bin opposaet direkshun f iist,Et es bin opposaet direkshun f iist
Ba es a taun i' [[Fiijii]].,Ba es a taun i Fiijii,Ba es a taun i Fiijii
"A lyst o' ull citiis i' [[Fiijii]], b' popyulashun.",A lyst o ull citiis i Fiijii b popyulashun,A lyst o ull citiis i Fiijii b popyulashun
Luksemborg esa kuntrii i' [[Urup]].,Luksemborg esa kuntrii i Urup,Luksemborg esa kuntrii i Urup
"Adradas ([[Spanish]]: ""Adradas"") esa toen i' [[Spain]], en t' prowins o' Soria, i' [[Castiil a' Liion]].",Adradas Spanish Adradas esa toen i Spain en t prowins o Soria i Castiil a Liion,Adradas Spanish Adradas esa toen i Spain en t prowins o Soria i Castiil a Liion
Es popyulayshun waas 79 a' 2006. link,Es popyulayshun waas a link,Es popyulayshun waas a link
Gaai Foeks wos salan.,Gaai Foeks wos salan,Gaai Foeks wos salan
"Freddie Mercury (Farrokh Bulsara; Gujarati: ફરોખ બલ્સારા‌, Pharōkh Balsārā‌; Zanzibar, 5 Septemba 1946 - [[London]], 24 Nowemba 1991) esa singer, [[Ingland]].",Freddie Mercury Farrokh Bulsara Gujarati ફરોખ બલ્સારા‌ Pharōkh Balsārā‌ Zanzibar Septemba London Nowemba esa singer Ingland,Freddie Mercury Farrokh Bulsara Gujarati ફરોખ બલ્સારા‌ Pharōkh Balsārā‌ Zanzibar Septemba London Nowemba esa singer Ingland
 ulla Uusbekistaan esa kuntrii i'Sentril Asya,ulla Uusbekistaan esa kuntrii iSentril Asya,ulla Uusbekistaan esa kuntrii iSentril Asya
A' haus es a' [[bilding]] daa salan liiv i'.,A haus es a bilding daa salan liiv i,A haus es a bilding daa salan liiv i
A' haus es a' part o' [[aarkitekchur]].,A haus es a part o aarkitekchur,A haus es a part o aarkitekchur
A dor esa ting daa ken bin yuusen f' getten intuu a' [[bilding]].,A dor esa ting daa ken bin yuusen f getten intuu a bilding,A dor esa ting daa ken bin yuusen f getten intuu a bilding
"Pisonia brunoniana esa species a' flowerin trii in t' ""Bougainvillea"" family, Nyctaginaceae, that es native t' [[Nyuu Ziilan]], [[Norfuk Ailen]], [[Lord Howe Ailen]] an Hawaii.",Pisonia brunoniana esa species a flowerin trii in t Bougainvillea family Nyctaginaceae that es native t Nyuu Ziilan Norfuk Ailen Lord Howe Ailen an Hawaii,Pisonia brunoniana esa species a flowerin trii in t Bougainvillea family Nyctaginaceae that es native t Nyuu_Ziilan Norfuk Ailen Lord Howe Ailen an Hawaii
"T' common naems in Nyuu Ziilan are ""Parapara"" an ""Birdcatcher trii"".",T common naems in Nyuu Ziilan are Parapara an Birdcatcher trii,T common naems in Nyuu Ziilan are Parapara an Birdcatcher trii
"Ardon esa toen i' [[Rusha]], a' populayshun a' 19,371 (2017).",Ardon esa toen i Rusha a populayshun a,Ardon esa toen i Rusha a populayshun a
"Mosaik esa aart a' maaken dekorashun a' letl piise o' glas, [[stoen]] ulla tiel.",Mosaik esa aart a maaken dekorashun a letl piise o glas stoen ulla tiel,Mosaik esa aart a maaken dekorashun a letl piise o glas stoen ulla tiel
"Dem mosaik a' yuus f' dekratiw aart, interia d'siin, a' em rilijus riisun.",Dem mosaik a yuus f dekratiw aart interia dsiin a em rilijus riisun,Dem mosaik a yuus f dekratiw aart interia dsiin a em rilijus riisun
"Yaren ([[Nauruuan]]: ""Moqua/Makwa"") es t' ""de jure"" kapitel citii o' t' ailen kuntrii [[Nauruu]].",Yaren Nauruuan MoquaMakwa es t de jure kapitel citii o t ailen kuntrii Nauruu,Yaren Nauruuan MoquaMakwa es t de jure kapitel citii o t ailen kuntrii Nauruu
"Wit' a popyulayshun a' uni 747 piopel akordin t' popyulayshun kownt yia 2011, ets wan a' t' smaales kapitels a' a kuntrii i' t' Werld.",Wit a popyulayshun a uni piopel akordin t popyulayshun kownt yia ets wan a t smaales kapitels a a kuntrii i t Werld,Wit a popyulayshun a uni piopel akordin t popyulayshun kownt yia ets wan a t smaales kapitels a a kuntrii i t Werld
Kaliningrad Oblast esa suubjekt o' [[Rusha]].,Kaliningrad Oblast esa suubjekt o Rusha,Kaliningrad Oblast esa suubjekt o Rusha
T' kapitel citii es [[Kaliningrad]].,T kapitel citii es Kaliningrad,T kapitel citii es Kaliningrad
Deir esa 22 toens an citiis i' Kaliningrad Oblast.,Deir esa toens an citiis i Kaliningrad Oblast,Deir esa toens an citiis i Kaliningrad Oblast
"Bamaakoe es t' kapitel an biges citii a' [[Maali]], wi' a popyulashun a' 1.8 million (2009 Census, provisional).",Bamaakoe es t kapitel an biges citii a Maali wi a popyulashun a million Census provisional,Bamaakoe es t kapitel an biges citii a Maali wi a popyulashun a million Census provisional
Stoen esa haad nor metalik rok ulla paat o' et.,Stoen esa haad nor metalik rok ulla paat o et,Stoen esa haad nor metalik rok ulla paat o et
"Romaa es t' kapitel citii o' [[Italii]], a' es 1.287,3586 km area.",Romaa es t kapitel citii o Italii a es km area,Romaa es t kapitel citii o Italii a es km area
Es popyulayshun s' es 2.650.155 i' 2013 iya.,Es popyulayshun s es i iya,Es popyulayshun s es i iya
 es t' sekan biges kuntri en [[Sowth Merika]].,es t sekan biges kuntri en Sowth Merika,es t sekan biges kuntri en Sowth_Merika
T' kuntrii es an taedha said t' Andiis Mauntens f' [[Chili]].,T kuntrii es an taedha said t Andiis Mauntens f Chili,T kuntrii es an taedha said t Andiis Mauntens f Chili
"T' Kapitel citii es Buenos Aires, an t' populashen es 40,117,096 (2010).",T Kapitel citii es Buenos Aires an t populashen es,T Kapitel citii es Buenos Aires an t populashen es
Kwiinsland esa stait i' t' north o' [[Ostrielya]].,Kwiinsland esa stait i t north o Ostrielya,Kwiinsland esa stait i t north o Ostrielya
Es kapitel citii a' [[Brisbin]].,Es kapitel citii a Brisbin,Es kapitel citii a Brisbin
Histrei.,Histrei,Histrei
"En 1859, Kwiinsland s' proklaaim a' difrent colonii f' Niiw Sowth Waayls, a' Brisbin s' choos a' t' kapitel.",En Kwiinsland s proklaaim a difrent colonii f Niiw Sowth Waayls a Brisbin s choos a t kapitel,En Kwiinsland s proklaaim a difrent colonii f Niiw Sowth Waayls a Brisbin s choos a t kapitel
 esa kuntrii i' sowth [[Asya]].,esa kuntrii i sowth Asya,esa kuntrii i sowth Asya
"Es neya [[Shiina]], [[Endya]], [[Eraan]] en [[Afganistaan]].",Es neya Shiina Endya Eraan en Afganistaan,Es neya Shiina Endya Eraan en Afganistaan
Litritchar es bodii o' ritten werk.,Litritchar es bodii o ritten werk,Litritchar es bodii o ritten werk
"Daa refers tuu raiten as a' [[aart]] form, espeshuali novels, novellas, plais an poems.",Daa refers tuu raiten as a aart form espeshuali novels novellas plais an poems,Daa refers tuu raiten as a aart form espeshuali novels novellas plais an poems
Teknoloji es t' sains o' kompyuutas.,Teknoloji es t sains o kompyuutas,Teknoloji es t sains o kompyuutas
Polis esa toen i' [[Siipris]].,Polis esa toen i Siipris,Polis esa toen i Siipris
"Populayshun a' 2011 esa 3,690.",Populayshun a esa,Populayshun a esa
"Oksietan esa [[laenghwij]] mein spoek i' [[Frans]], [[Italii]], [[Spain]] en [[Monako]] a' em teritrii o' [[Urup]].",Oksietan esa laenghwij mein spoek i Frans Italii Spain en Monako a em teritrii o Urup,Oksietan esa laenghwij mein spoek i Frans Italii Spain en Monako a em teritrii o Urup
"Juba es t' kapitel citii a'[[Sowth Sudan]],an mas popyuulos citii i'Sowth Sudan.W' an estimatid 525,953 salan i' 2017.",Juba es t kapitel citii aSowth Sudanan mas popyuulos citii iSowth SudanW an estimatid salan i,Juba es t kapitel citii aSowth_Sudanan mas popyuulos citii iSowth SudanW an estimatid salan i
"Valerii Leontiev ([[Maach]] 19, 1949) esa [[Rushan]] singer.",Valerii Leontiev Maach esa Rushan singer,Valerii Leontiev Maach esa Rushan singer
"Siiland ([[Inglish]]: ""Sealand"") esa mikronashun (letl kuntrii) a' t' platform i' North Sii neya t' coast o' t' [[Yunitid Kingdum]].",Siiland Inglish Sealand esa mikronashun letl kuntrii a t platform i North Sii neya t coast o t Yunitid Kingdum,Siiland Inglish Sealand esa mikronashun letl kuntrii a t platform i North Sii neya t coast o t Yunitid Kingdum
Katalan () es a laenghwij spoken en t' riijin o' [[Cataloniya]] an i' t' kuntrii o' [[Endora]].,Katalan es a laenghwij spoken en t riijin o Cataloniya an i t kuntrii o Endora,Katalan es a laenghwij spoken en t riijin o Cataloniya an i t kuntrii o Endora
"Wikkapedya ([[Inglish]]: ""Wikipedia"") es t' frii online ensiiklopedya.",Wikkapedya Inglish Wikipedia es t frii online ensiiklopedya,Wikkapedya Inglish Wikipedia es t frii online ensiiklopedya
Nuku'alofa es t' kapitel citii a' Tonga.,Nukualofa es t kapitel citii a Tonga,Nukualofa es t kapitel citii a Tonga
"Et es on t' north coast o' t' ailen o' Tongatapu, en t' sowthernmost ailen o' Tonga.",Et es on t north coast o t ailen o Tongatapu en t sowthernmost ailen o Tonga,Et es on t north coast o t ailen o Tongatapu en t sowthernmost ailen o Tonga
[[Pridi Banomyong]] (1900 - 1983) is the Priim Minista a' t' Yunitid [[Tailan]].,Pridi Banomyong is the Priim Minista a t Yunitid Tailan,Pridi_Banomyong is the Priim Minista a t Yunitid Tailan
"Ostrielya esa kuntrii i' [[Osheania]], a' t' kontenent [[Ostrielya]].",Ostrielya esa kuntrii i Osheania a t kontenent Ostrielya,Ostrielya esa kuntrii i Osheania a t kontenent Ostrielya
"Ets west a' [[Norfuk Ailen]] an t' mos a' t' res a' Osheania, sowth a' [[Papua Nyuu Gini]], north a' t' Sowthern Oshen an Antarktika, an iist a' t' [[Indien Oshen]].",Ets west a Norfuk Ailen an t mos a t res a Osheania sowth a Papua Nyuu Gini north a t Sowthern Oshen an Antarktika an iist a t Indien Oshen,Ets west a Norfuk_Ailen an t mos a t res a Osheania sowth a Papua Nyuu Gini north a t Sowthern Oshen an Antarktika an iist a t Indien Oshen
Mamarii interkors esa sekshul praktis i' daa a' male puts his erekt piinus i' bitwiin dem briists o' a' fiimale.,Mamarii interkors esa sekshul praktis i daa a male puts his erekt piinus i bitwiin dem briists o a fiimale,Mamarii interkors esa sekshul praktis i daa a male puts his erekt piinus i bitwiin dem briists o a fiimale
Dis akt causes stimyuulayshun o' both t' piinus an' briists.,Dis akt causes stimyuulayshun o both t piinus an briists,Dis akt causes stimyuulayshun o both t piinus an briists
"Durin dis akshun, dem briists o' t' fiimale simyuulate dem muuwments o' penetrayshun, an dis causes ejakyuulayshun a' t' result.",Durin dis akshun dem briists o t fiimale simyuulate dem muuwments o penetrayshun an dis causes ejakyuulayshun a t result,Durin dis akshun dem briists o t fiimale simyuulate dem muuwments o penetrayshun an dis causes ejakyuulayshun a t result
