qcode	count	label	qcodes_broader
Q2474206	11	Jean Joseph Amable Humbert	['Q5']
Q676288	31	Jamestown	['Q1093829']
Q2665720	12	Savaneta	['Q486972']
Q2228498	30	Mountain Lake	['Q1093829']
Q734663	38	TV Tokyo	['Q1616075']
Q68361	32	Taylor	['Q15127012']
Q172809	1	ten-pin bowling	['Q31629']
Q596089	23	Weissport	['Q777120']
Q2614663	22	Stanley	['Q486972']
Q168854	31	Cathlamet	['Q15127012']
Q16945849	1	Bien-Aime Sylvain	['Q5']
Q985524	41	Fallon	['Q62049', 'Q1093829']
Q629763	42	Pinole	['Q1093829']
Q16946766	1	Lakol	['Q5']
Q677533	34	Newcastle	['Q1093829']
Q371942	27	Solomon Lefschetz	['Q5']
Q1291053	6	Khotan Fernández	['Q5']
Q20050978	2	1742	['Q4167410']
Q2074891	32	Julesburg	['Q15127012']
Q2206899	25	Livonia	['Q15127012']
Q2447136	24	Ayr	['Q1093829']
Q156005	61	ebony	['Q1493054']
Q561148	8	470	['Q4167410']
Q535715	8	Wladimir Seidel	['Q5']
Q1133021	21	Braddock Hills	['Q777120']
Q79823	45	Globe	['Q62049', 'Q1093829']
Q61510	24	Gottfried John	['Q5']
Q37370	86	Klaus Ebner	['Q5']
Q12888638	1	Casimir Jean Marie	['Q5']
Q323232	42	André Weil	['Q5']
Q20561380	1	Racine Mapou	['Q5']
Q2661299	9	Flor Salvaje	['Q5398426']
Q2475047	23	Cullom	['Q751708']
Q56663	27	Subic	['Q24764']
Q3447467	20	Belmont	['Q15127012']
Q5244073	17	DeRuyter	['Q15127012', 'Q106071004']
Q651051	47	Gainesville	['Q62049', 'Q1093829', 'Q76514543']
Q1444040	41	Viator	['Q2074737']
Q1196239	15	Yurina Kumai	['Q5']
Q23763	136	16	['Q577']
Q3708589	15	Granger	['Q15127012', 'Q106071004']
Q1932625	33	Essex	['Q1093829']
Q981834	30	Matador	['Q62049', 'Q15127012']
Q2272371	28	North Carrollton	['Q15127012']
Q42270	88	.ck	['Q42032']
Q2550968	23	North Hodge	['Q751708', 'Q98449544']
Q3710	3	foot	['Q1978718', 'Q28608087']
Q1807259	34	Portland	['Q62049', 'Q1093829']
Q3178628	21	Millbrook	['Q532', 'Q3957']
Q2668811	22	Covington	['Q751708']
Q3461555	14	Harrisville	['Q751708', 'Q55237813']
Q200260	47	flag of the Marshall Islands	['Q186516']
Q16587	47	Tacuarembó Department	['Q56059']
Q19672	133	1163	['Q577']
Q2092642	28	Grand Ridge	['Q15127012']
Q1185045	19	Worthville	['Q777120']
Q970821	16	Corinth	['Q15127012', 'Q106071004']
Q137146	30	Cubillas de Rueda	['Q2074737']
Q12891049	1	Gilbert Desir	['Q5']
Q1677944	4	Jacques Coursil	['Q5']
Q2206933	32	Watkins	['Q1093829']
Q2229289	30	Renville	['Q1093829']
Q79989	37	Adamsville	['Q1093829']
Q2438591	30	Faulkton	['Q62049', 'Q1093829']
Q2513059	21	Bailey Lakes	['Q751708']
Q5022038	14	Callicoon	['Q15127012', 'Q106071004']
Q13785	45	Cavite	['Q24746']
Q980376	22	Lozano	['Q498162']
Q46553236	5	Laurent Micheli	['Q5']
Q12897	148	Pelé	['Q5']
Q84958894	4	Mirage	['Q5398426']
Q31027	118	508	['Q577']
Q965	273	Burkina Faso	['Q6256', 'Q123480', 'Q486972', 'Q3624078']
Q2096482	26	Hollenberg	['Q1093829']
Q9937	137	N	['Q3841820', 'Q19776628']
Q972236	27	Nome	['Q1093829']
Q1925699	32	Rose Hill	['Q1093829']
Q2231590	32	Georgetown	['Q1093829']
Q983389	10	Mario Pieri	['Q5']
Q367316	31	Orange Park	['Q15127012']
Q12965993	14	7 January 2009	['Q2228', 'Q47150325']
Q257138	46	600	['Q21199', 'Q50707', 'Q1486643', 'Q13366104']
Q1887026	11	Wingville	['Q15219655']
Q3243604	25	Blacksburg	['Q15127012']
Q2908347	8	Bodas de odio	['Q5398426']
Q173432	70	asexual reproduction	['Q2996394']
Q963427	33	New Madrid	['Q62049', 'Q1093829']
Q1569325	29	Milton	['Q15221373']
Q28206	108	Augusta	['Q62049', 'Q1093829', 'Q21518270']
Q12888842	3	Charles Junior Alerte	['Q5']
Q555694	12	Junior Reid	['Q5']
Q839805	47	Myrtle Beach	['Q1093829']
Q2544301	25	Surgoinsville	['Q15127012']
Q1992845	34	Mendota Heights	['Q1093829']
Q50164	20	San Manuel	['Q24764']
Q3301345	20	Larson	['Q498162', 'Q1093829', 'Q17343829']
Q938025	20	Highland	['Q15221242']
Q79209	37	Lineville	['Q1093829']
Q8275	152	Iliad	['Q37484', 'Q7099402', 'Q7725634']
Q128030	82	dynamics	['Q1047113']
Q436488	38	AN	['Q4167410']
Q4865274	3	Bartholomew Price	['Q5']
Q959536	30	Młoszowa	['Q3558970']
Q44584399	3	Cabinet Wever-Croes I	['Q109683738']
Q767578	38	Villatorres	['Q2074737']
Q2712206	34	Flemingsburg	['Q1093829']
Q570889	34	Highland Park	['Q2911266']
Q1934122	34	Blairstown	['Q1093829']
Q5451051	11	Fiona Glascott	['Q5']
Q1904594	32	Easley	['Q1093829']
Q964248	31	Hobson	['Q1093829']
Q3061911	38	London	['Q1093829']
Q1442747	31	Castrocontrigo	['Q2074737']
Q360083	21	Sen	['Q4167410']
Q3052772	172	Emmanuel Macron	['Q5']
Q2339692	10	Rosalinda Serfaty	['Q5']
Q20046286	5	1151	['Q4167410']
Q1569775	28	Viroqua	['Q62049', 'Q15221373']
Q12965969	17	14 December 2009	['Q2382', 'Q47150325']
Q60846366	11	Alice and the Mayor	['Q11424']
Q2536194	27	Viborg	['Q1093829']
Q43748	105	eyebrow	['Q112826905']
Q68418	30	Silas	['Q15127012']
Q2610159	23	Amherst	['Q15221242']
Q685473	20	Duncansville, Pennsylvania	['Q777120']
Q2995073	4	Constitution of Haiti (1987)	['Q3121999']
Q923239	23	402	['Q21199', 'Q50707', 'Q13366104']
Q1841340	30	Falcon	['Q15127012']
Q29944	128	823	['Q577']
Q60028	86	Gottlob Frege	['Q5']
Q36648	12	Torres Strait Creole	['Q34770', 'Q1288568']
Q1344801	30	Harry Carey	['Q5']
Q640139	10	Yvette Lebon	['Q5']
Q2090556	24	Neeses	['Q15127012']
Q958777	29	Valier	['Q15127012']
Q12891360	1	Guy St-vil	['Q5']
Q2572399	11	Samuel Vincent	['Q5']
Q988195	38	Torrington	['Q1093829']
Q1130877	3	Felix Brawner Jr.	['Q5']
Q959865	29	Drumright	['Q1093829']
Q92611	26	Haskell Curry	['Q5']
Q918539	27	315	['Q21199', 'Q50707', 'Q13366129']
Q523442	18	André Wilms	['Q5']
Q1404	227	Uetersen	['Q42744322']
Q13156	44	Montilla	['Q2074737']
Q18575428	1	Rémy Bastien	['Q5']
Q2029297	27	Kenansville	['Q15127012']
Q2208307	6	Joel Brutus	['Q5']
Q1112005	63	Queen Latifah	['Q5']
Q5480108	6	El precio del cielo	['Q5398426']
Q192077	2	melancholia	['Q12135']
Q1012367	32	Council Grove	['Q62049', 'Q1093829']
Q123386	69	Isabelle de Charrière	['Q5']
Q786097	8	Moi, un noir	['Q11424']
Q105624221	2	Wendy de los Cobos	['Q5']
Q3098437	8	Mr. Peek-a-Boo	['Q11424']
Q982062	21	Ranchos Penitas West	['Q498162']
Q482828	43	Vernal	['Q62049', 'Q1093829']
Q2026498	29	Elizabethtown	['Q62049', 'Q15127012']
Q156286	61	Russell Alan Hulse	['Q5']
Q2233954	15	Corail Arrondissement	['Q1665357']
Q48104	119	389	['Q577']
Q12890988	1	George Thomas	['Q5']
Q390687	61	Codrongianos	['Q747074']
Q1007866	33	Goshen	['Q1093829']
Q3600058	7	896	['Q4167410']
Q212877	21	Abuyog	['Q24764']
Q1028276	22	Cambridge	['Q2154459']
Q128933	46	Michaëlle Jean	['Q5']
Q12891730	1	Jackson Jean Manol	['Q5']
Q1376073	24	Kilmarnock	['Q15127012']
Q81197	1	nuclear physics	['Q4162444']
Q464301	27	Chuan Leekpai	['Q5']
Q969883	28	Frost	['Q1093829']
Q486168	71	San Bernardino	['Q62049', 'Q1093829', 'Q1549591', 'Q13218391']
Q20561553	1	Raymond Myrthil	['Q5']
Q12890822	1	Fritz Merise	['Q5']
Q7177664	3	Peter Westervelt	['Q5']
Q2620916	9	Bonaire League	['Q15991303']
Q7885280	14	Union	['Q15127012']
Q1054	139	technetium	['Q11344', 'Q79529', 'Q755992', 'Q113681859']
Q1512391	26	South Prairie	['Q15127012']
Q2227917	31	New Auburn	['Q486972', 'Q1093829']
Q2375105	34	New Franklin	['Q1093829']
Q1883065	33	Lake Helen	['Q1093829']
Q8774995	3	Ellas y el sexo débil	['Q1259759']
Q3240478	25	Central City	['Q1093829']
Q2666675	29	Whitewater	['Q1093829']
Q10380690	3	Terminales	['Q5398426']
Q35064	178	Agatha Christie	['Q5']
Q560889	14	Francesco Cetti	['Q5']
Q3289054	24	Mecca	['Q486972', 'Q15127012']
Q11587018	2	Momoko Ishida	['Q5']
Q3156516	19	Izïa	['Q5']
Q7252969	5	Prudencia Grifell	['Q5']
Q72	183	Zürich	['Q70208', 'Q1187811', 'Q14770218', 'Q51929311']
Q994509	28	Alexandria	['Q498162', 'Q17343829']
Q16630408	3	Sergio Reynoso	['Q5']
Q2901023	27	Stoneham	['Q2154459']
Q1185229	19	Waterford	['Q777120']
Q1082374	25	Laurel Springs	['Q2911266']
Q54598	24	Norzagaray	['Q24764']
Q1101296	17	John Holt	['Q5']
Q242152	60	September 2010	['Q123', 'Q47018478', 'Q66010132']
Q20045445	6	1088	['Q4167410']
Q12886919	3	1887	['Q4167410']
Q4943862	17	Fabiana da Silva Simões	['Q5']
Q6284	152	1520	['Q577']
Q19545170	5	Mon Amie Victoria	['Q11424']
Q1095848	28	302	['Q21199', 'Q50707', 'Q13366104']
Q3240497	24	Hosston	['Q751708', 'Q102126612']
Q835963	20	552	['Q21199', 'Q50707', 'Q1486643', 'Q13366104']
Q1076499	27	274	['Q21199', 'Q50707', 'Q190890', 'Q13366104']
Q2672323	21	Murrayville	['Q751708']
Q142380	35	.bq	['Q42032', 'Q57713712']
Q3370713	5	Paul Boujenah	['Q5']
Q171819	53	BlackBerry	['Q71266741']
Q18170101	3	Orpailleur	['Q11424']
Q11184	1	Julian calendar	['Q210953', 'Q669102', 'Q9337488']
Q385893	12	Chester	['Q15219655']
Q2153615	33	DeBary	['Q1093829']
Q955450	22	Broadwell	['Q751708']
Q16641	162	American Samoa	['Q462778', 'Q783733', 'Q1048835', 'Q1352230']
Q2530105	24	Burnettown	['Q15127012']
Q994159	38	Palm Beach Gardens	['Q1093829']
Q1185383	24	Newport	['Q777120']
Q29102	23	Pidigan	['Q24764']
Q675298	36	Espejo, Spain	['Q2074737']
Q775400	30	William Prout	['Q5']
Q946786	29	Gully	['Q1093829']
Q132578	21	Roxas	['Q24764']
Q695536	43	Laujar de Andarax	['Q2074737']
Q9070700	12	Rosa María Bianchi	['Q5']
Q3260888	32	Riverdale	['Q1093829', 'Q76514543']
Q30323	123	230	['Q577']
Q20561416	1	Raoul Dennis Jr	['Q5']
Q12890967	1	Gemeni Allstars	['Q5']
Q958262	19	Venantino Venantini	['Q5']
Q1012388	35	Hoffman Estates	['Q188509', 'Q751708']
Q986867	44	Burlingame	['Q1093829']
Q26203389	21	Marie-Antoinette Katoto	['Q5']
Q24730	132	842	['Q577']
Q978284	24	Loraine	['Q1093829']
Q1965068	29	Uvalda	['Q1093829', 'Q76514543']
Q1778746	33	Atalissa	['Q1093829']
Q469925	90	Ghil'ad Zuckermann	['Q5']
Q168291	68	cornea	['Q4936952', 'Q112826905']
Q5152	233	Mustafa Kemal Atatürk	['Q5']
Q1007020	31	Lake Benton	['Q1093829']
Q1640158	31	Villazanzo de Valderaduey	['Q2074737']
Q2884015	2	Barbara Probst	['Q5']
Q1182915	23	Wyalusing	['Q777120']
Q131704	19	sandal	['Q18195680']
Q31498	124	133	['Q577']
Q2091202	31	Tonkawa	['Q1093829']
Q2379433	26	Oakwood	['Q15127012']
Q1917357	32	Tribune	['Q62049', 'Q1093829']
Q58411511	4	The Lieutenant Nun	['Q11424']
Q12890434	1	Ermistal Thialy Charles	['Q5']
Q642942	19	Christophe Barratier	['Q5']
Q4763131	2	Anger of the Gods	['Q11424']
Q16945776	1	Andrea Maignant	['Q5']
Q20046269	5	1136	['Q4167410']
Q1928414	35	Millersburg	['Q1093829']
Q5347301	2	Effects of Hurricane Charley in Jamaica	['Q18340514']
Q4029519	4	1932	['Q4167410']
Q7410310	4	Sams Valley	['Q17343829']
Q11887	79	William Rowan Hamilton	['Q5']
Q16563896	3	Eslinda Núñez	['Q5']
Q932097	38	West Linn	['Q63440326']
Q1781699	39	Junction City	['Q62049', 'Q1093829']
Q5502	133	1256	['Q577']
Q2080043	10	Rémi Bezançon	['Q5']
Q41630	107	psychoanalysis	['Q179661', 'Q1047113']
Q1933258	26	Bellmont	['Q486972']
Q3599395	7	575	['Q4167410']
Q988879	14	¿Dónde Está Elisa?	['Q5398426']
Q1086337	27	Paulsboro	['Q2911266']
Q1926959	30	St. Francis	['Q1093829']
Q49200	51	Pawtucket	['Q1093829']
Q2093395	24	Westwood	['Q1093829']
Q1002388	37	Skowhegan	['Q62049', 'Q15127012']
Q12895266	6	Paulette Poujol Oriol	['Q5']
Q15548065	22	GMA Network, Inc.	['Q4830453', 'Q6881511']
Q671371	39	Payette	['Q1093829']
Q461945	17	Anne Alvaro	['Q5']
Q395893	10	190	['Q4167410']
Q12892059	1	John Conway	['Q5']
Q942395	25	Grand Island	['Q162602', 'Q15127012', 'Q106071004']
Q2027266	23	Dry Prong	['Q751708', 'Q102126612']
Q325470	31	Vikram Sarabhai	['Q5']
Q1529184	23	Glandorf	['Q15127012']
Q726961	13	Hamilton Township	['Q7830213']
Q161819	87	Julie Andrews	['Q5']
Q743498	12	May Fools	['Q11424']
Q1659729	12	Ford	['Q15127012']
Q1089538	32	Belmar	['Q2911266']
Q44432	119	heat	['Q151885', 'Q900800']
Q279085	44	Canindeyú	['Q815068']
Q984159	40	Maricopa	['Q1093829']
Q97640399	1	Jordan Jeffrey Baby	['Q5']
Q12898454	1	Yves Lafontant	['Q5']
Q5802931	18	Manlius	['Q15127012', 'Q106071004']
Q79423	40	Cabot	['Q1093829']
Q555114	40	Cáñar	['Q2074737']
Q20050578	2	1509	['Q4167410']
Q892480	28	New Houlka	['Q15127012']
Q12893824	1	Lionel Desmarattes	['Q5']
Q3334621	2	NZH	['Q215380']
Q2279194	26	Dasher	['Q15127012', 'Q76514543']
Q1659046	11	Hansen	['Q15127012']
Q12891819	1	James Petersen	['Q5']
Q953711	27	Marquand	['Q1093829']
Q998615	35	North Olmsted	['Q1093829']
Q3709361	4	Mark Embree	['Q5']
Q3118479	3	Grégoire Ludig	['Q5']
Q31721277	1	Serge Henry	['Q5']
Q46360	93	Testudinidae	['Q16521']
Q4921862	3	Black Slate	['Q215380']
Q1630165	40	Sedella	['Q2074737']
Q231194	26	Reina Tanaka	['Q5']
Q1632158	26	Napoléon	['Q11424']
Q71013	62	Theodor W. Hänsch	['Q5']
Q2671260	28	Worthington Hills	['Q1093829']
Q981434	33	Crosbyton	['Q62049', 'Q1093829']
Q1511397	34	Wardner	['Q1093829']
Q3710140	14	Cornwall	['Q106071004']
Q20558014	1	Louisius Nicolas	['Q5']
Q544705	31	Hamilton	['Q1093829']
Q15232794	9	Kopsia fruticosa	['Q16521']
Q1261704	30	Saks	['Q498162', 'Q17343829']
Q1933537	35	Earlville	['Q486972', 'Q1093829']
Q43162	26	Alaminos	['Q106078286']
Q68232	33	Detroit	['Q15127012']
Q565058	7	368	['Q4167410']
Q2618343	12	Onésime Reclus	['Q5']
Q28966823	6	You Are Wanted	['Q5398426']
Q3306750	25	Kearns	['Q498162', 'Q17351862']
Q2416969	20	Candia	['Q2154459']
Q3299691	20	Alejandra Barros	['Q5']
Q7550103	3	Sobo	['Q752920', 'Q842697']
Q2027159	22	Jamesville	['Q15127012']
Q8193674	6	Albi De Abreu	['Q5']
Q1290711	23	Ayr	['Q486972']
Q3158267	3	Jacques Bertrand	['Q5']
Q12966124	17	12 March 2010	['Q2402', 'Q47150325']
Q16938529	6	Viviana Serna	['Q5']
Q2404407	22	Eolia	['Q751708']
Q3708823	22	Warwick	['Q15127012', 'Q106071004']
Q12886775	2	1658	['Q4167410']
Q1069453	24	392	['Q21199', 'Q50707', 'Q13366104']
Q867985	34	Hollandale	['Q1093829']
Q2877302	5	Mónica Dionne	['Q5']
Q1232736	17	Dmitri Anosov	['Q5']
Q2708888	18	Vinton	['Q751708']
Q1235509	11	S. Pierre Yameogo	['Q5']
Q75953	21	Victoria	['Q24764']
Q6912	160	1642	['Q235676', 'Q3186692']
Q734360	21	503	['Q21199', 'Q49008', 'Q13366129']
Q332989	51	Loja	['Q515', 'Q2074737']
Q7600	161	1748	['Q19828', 'Q217024', 'Q3186692']
Q79589	35	Livingston	['Q1093829']
Q2420158	24	Northumberland	['Q15127012']
Q179615	62	salinity	['Q4373292']
Q465290	18	Renhō	['Q5']
Q5604853	5	Another Dawn	['Q11424']
Q5041916	5	Carlos Castillo-Chavez	['Q5']
Q2024325	21	East Bend	['Q15127012']
Q5410224	5	Pobres Rico	['Q5398426']
Q993409	12	Brunswick	['Q15219655']
Q786717	25	Kenefick	['Q15127012']
Q4759760	2	29 October 1995	['Q2951', 'Q47150325']
Q42289	89	degree Fahrenheit	['Q68723978', 'Q82047057']
Q3449879	19	Hersey	['Q15127012']
Q979250	37	Raymondville	['Q1093829']
Q2711200	15	Miragoâne Arrondissement	['Q1665357']
Q5972052	7	The Heart's Cry	['Q11424']
Q1650267	35	Úrbel del Castillo	['Q2074737']
Q3311095	5	Michel Voïta	['Q5']
Q16946265	1	Frederique Camelo	['Q5']
Q1025794	34	Somerset	['Q62049', 'Q777120']
Q3288983	22	Ulysses	['Q751708']
Q3599803	9	773	['Q4167410']
Q607332	38	Preston	['Q1093829']
Q1384	234	New York	['Q35657']
Q982218	30	Shoreacres	['Q1093829']
Q6441	136	Montpellier	['Q484170', 'Q1549591']
Q3448291	22	Troy	['Q15127012']
Q483540	10	H.I.T	['Q5398426']
Q1085274	45	Meridian	['Q1093829']
Q3600222	7	971	['Q4167410']
Q20561683	1	Remi Ombolo	['Q5']
Q1182329	22	Kenhorst	['Q777120']
Q12896325	1	Rodrigue Mortel	['Q5']
Q20050981	2	1749	['Q4167410']
Q3123729	23	Lincoln Beach	['Q498162', 'Q17343829']
Q20560991	1	Pierre Bikens	['Q5']
Q208353	1	circadian rhythm	['Q2996394']
Q3384791	2	Pierre Dourlens	['Q5']
Q3189294	11	Julie de Bona	['Q5']
Q19371	134	1055	['Q577']
Q1615381	35	Sabero	['Q2074737']
Q1374234	24	Clinchco	['Q486972', 'Q15127012']
Q16946635	1	Jean-Pierre Theard	['Q5']
Q2338703	23	Dwight	['Q751708']
Q1787188	24	Portsmouth	['Q15127012']
Q3132568	3	Henry	['Q11424']
Q1984342	21	Little York	['Q15127012']
Q981967	28	Taft	['Q1093829']
Q982648	28	Lacy Lakeview	['Q1093829']
Q23630	127	903	['Q577']
Q6011	134	1335	['Q577']
Q381346	11	Edward Nelson	['Q5']
Q1384963	14	Aleksandr Gennadievich Kurosh	['Q5']
Q3024224	6	Headwinds	['Q11424']
Q80905	71	Donald Arthur Glaser	['Q5']
Q1823205	28	Spearville	['Q1093829']
Q1181856	20	Jermyn	['Q777120']
Q3447534	22	Vienna	['Q15127012']
Q1944959	30	Valley Falls	['Q1093829']
Q586070	36	Radford	['Q1266818']
Q922652	19	701	['Q21199', 'Q49008', 'Q13366129']
Q1018140	25	Waterville Valley	['Q15127012']
Q159950	83	Russo-Japanese War	['Q198', 'Q12897867']
Q2251542	22	Glenwood	['Q751708']
Q131968	18	Talusan	['Q24764']
Q14056	106	Jan Mayen	['Q23442', 'Q28575', 'Q10864048', 'Q26934845']
Q922347	34	Freeport	['Q1093829']
Q868666	39	Hershey	['Q498162', 'Q17343829']
Q3422822	20	Reda Kateb	['Q5']
Q215977	11	Valentine Bargmann	['Q5']
Q32534	117	482	['Q577']
Q19664	134	1161	['Q577']
Q3592259	2	Étienne Légitimus	['Q5']
Q563533	8	319	['Q4167410']
Q2092654	29	Branford	['Q15127012']
Q16591	49	Durazno Department	['Q56059']
Q3708435	16	Glen	['Q15127012', 'Q106071004']
Q577120	29	Trenton	['Q1093829']
Q1443639	6	Frank Laubach	['Q5']
Q3599946	7	825	['Q4167410']
Q16269423	7	Chantal Garrigues	['Q5']
Q606935	18	The Swindle	['Q11424']
Q192718	65	Anthony James Leggett	['Q5']
Q1799529	15	Stéphane Freiss	['Q5']
Q14406	82	xi	['Q308229', 'Q19793459']
Q381203	45	Ted Danson	['Q5']
Q6154	150	1506	['Q577']
Q4169	151	outer space	['Q17334923']
Q2286520	31	Severance	['Q15127012']
Q4357580	7	Jerónimo Gil	['Q5']
Q968154	7	692	['Q4167410']
Q450998	23	August Leopold Crelle	['Q5']
Q272519	53	Arthur Lewis	['Q5']
Q323224	5	Paul Schatz	['Q5']
Q82882297	2	Emerson Vilbrun	['Q5']
Q1031692	8	Éric Berger	['Q5']
Q66739	32	Franklin	['Q15127012']
Q65322699	1	Tom Durant Pritchard	['Q5']
Q709	223	Marshall Islands	['Q6256', 'Q112099', 'Q3624078', 'Q13107770']
Q2086617	29	Ophir	['Q15127012']
Q3223793	4	The Judge	['Q11424']
Q16946770	1	Laraque Toto	['Q5']
Q636879	13	René de Possel	['Q5']
Q256046	29	Smooth-billed Ani	['Q16521']
Q1750943	38	Santa Eufemia	['Q2074737']
Q4029299	4	1814	['Q4167410']
Q593767	16	The Sleeping Car Murders	['Q11424']
Q961725	29	Hayti	['Q1093829']
Q981571	21	Shady Hollow	['Q498162']
Q2671325	17	Lowell	['Q15221242']
Q7315	172	Pyotr Ilyich Tchaikovsky	['Q5']
Q2870428	4	Au nom du Christ	['Q11424']
Q1064774	7	Charles Hayes	['Q5']
Q155795	21	Gigaquit	['Q24764']
Q28139	28	Reeder	['Q1093829']
Q2218038	15	Concord	['Q15127012']
Q1000065	35	Neosho	['Q62049', 'Q1093829']
Q1164416	19	Dannemora	['Q15127012', 'Q106071004']
Q31721332	1	Ildevert Méda	['Q5']
Q1933188	30	Ellston	['Q1093829']
Q444522	18	Andréa Ferréol	['Q5']
Q1089312	28	Frenchtown	['Q2911266']
Q953654	28	Rogersville	['Q1093829']
Q2006311	25	Locust Grove	['Q15127012']
Q1982279	16	Jeanne Duval	['Q5']
Q3709224	18	Candor	['Q486972', 'Q15127012', 'Q106071004']
Q935482	41	Port Orchard	['Q62049', 'Q1093829']
Q2622747	22	Central Pacolet	['Q486972', 'Q15127012']
Q1174945	15	David Kazhdan	['Q5']
Q31721298	2	Eugène Bayala	['Q5']
Q6857	162	1709	['Q235684', 'Q3186692']
Q107234982	2	Makita Samba	['Q5']
Q234683	33	Virginie Ledoyen	['Q5']
Q2136095	21	Iola	['Q751708']
Q1904351	38	Marengo	['Q62049', 'Q1093829']
Q4669074	2	Abraham Manie Adelstein	['Q5']
Q7745	164	1783	['Q235676', 'Q3186692']
Q1005637	36	Granite Falls	['Q1093829']
Q96592238	8	La mexicana y el güero	['Q5398426']
Q80143	31	Matallana de Torío	['Q2074737']
Q2058511	7	Nocturne Indien	['Q11424']
Q1659553	10	Drammen	['Q15219655']
Q3021860	3	Delphine Rich	['Q5']
Q972559	28	Beverly Hills	['Q1093829']
Q3287660	25	Centertown	['Q15127012']
Q160571	46	Cucurbita moschata	['Q16521']
Q1133934	22	Alburtis	['Q777120']
Q5836078	9	Vivir a Destiempo	['Q5398426']
Q2133297	22	Walnut	['Q751708']
Q69287683	1	May 3, 1966	['Q2547', 'Q47150325']
Q20046443	5	1237	['Q4167410']
Q1414218	16	970	['Q21199', 'Q50707', 'Q967999', 'Q13366104']
Q174162	21	Casiguran	['Q24764']
Q304157	25	Administration	['Q4167410']
Q12886630	4	1427	['Q4167410']
Q3187635	11	Juan Darthés	['Q5']
Q9188	112	Empire State Building	['Q11303', 'Q570116', 'Q1021645']
Q213323	20	Pastrana	['Q24764']
Q2666663	24	Gates Mills	['Q532']
Q2380846	32	Dacula	['Q1093829', 'Q76514543']
Q259560	21	Lomax	['Q751708']
Q129827	11	free energy suppression	['Q159535']
Q2891714	12	Newstead	['Q15127012', 'Q106071004']
Q302650	41	Tate Donovan	['Q5']
Q5243489	3	Dayton, Wisconsin	['Q4167410']
Q16868393	7	Cristela	['Q5398426']
Q982424	29	Olney	['Q1093829']
Q348013	21	The Taste of Others	['Q11424']
Q281248	47	Pittsburg	['Q1093829']
Q92257	10	Pola Kinski	['Q5']
Q2269252	23	Manchester	['Q751708']
Q1042	247	Seychelles	['Q6256', 'Q7270', 'Q112099', 'Q3624078', 'Q13107770']
Q235641	33	Marie Trintignant	['Q5']
Q967472	28	Hume	['Q1093829']
Q12887308	1	Ambroise Alix Buyu	['Q5']
Q1628693	37	Gumiel de Izán	['Q2074737']
Q986934	38	Grover Beach	['Q1093829']
Q2447209	24	Coleharbor	['Q1093829']
Q976799	20	Pinehurst	['Q498162']
Q18347016	5	Cantata de Chile	['Q11424']
Q2026524	21	Aulander	['Q15127012']
Q344933	36	Acworth	['Q1093829', 'Q76514543']
Q3476906	19	Arundel	['Q2154459']
Q18486774	4	Te amo	['Q5398426']
Q939622	19	Lakeville	['Q2154459']
Q12891726	1	Jack Corzani	['Q5']
Q1083965	27	South Bound Brook	['Q2911266']
Q60853522	3	L'Ordre des médecins	['Q11424']
Q1155062	10	Iichirō Hatoyama	['Q5']
Q12896149	1	Resesif	['Q42106']
Q2980637	3	Clément Magloire-Saint-Aude	['Q5']
Q1595847	12	Les amitiés particulières	['Q11424']
Q76943	38	Gert Fröbe	['Q5']
Q1144389	38	St. Matthews	['Q1093829']
Q1012371	32	Lafayette	['Q63440326']
Q3460978	22	Scotia	['Q751708']
Q229232	75	Gloria Swanson	['Q5']
Q1013999	29	Ponce de Leon	['Q15127012']
Q660960	23	North Attleborough	['Q3957', 'Q486972']
Q1412	201	Finnish	['Q34770', 'Q1288568']
Q9022	164	Guadalajara	['Q515', 'Q5119', 'Q200250', 'Q208511', 'Q1549591', 'Q1637706', 'Q20202352']
Q1859336	27	Prescott	['Q1093829']
Q560935	20	Christian Kramp	['Q5']
Q2026174	25	Dobson	['Q15127012']
Q3379461	2	Philippe Bruneau	['Q5']
Q80687	8	secretary	['Q28640', 'Q4164871', 'Q12737077']
Q2442908	29	Adams	['Q1093829']
Q1056486	34	ternary numeral system	['Q25457532']
Q2353888	30	Arlington	['Q1093829']
Q2606561	23	Sharon	['Q15127012']
Q12895335	1	Perez, Camaguey	['Q486972']
Q1183304	23	Souderton	['Q777120']
Q1492449	16	872	['Q21199', 'Q50707', 'Q13366104']
Q929622	3	Raymond Cassagnol	['Q5']
Q7231047	11	Port Wing	['Q15219655']
Q5451	1	Himalayas	['Q46831']
Q76410	58	Leopold Kronecker	['Q5']
Q2942142	6	Backbiters	['Q11424']
Q12966128	17	7 March 2010	['Q2394', 'Q47150325']
