text,text_preprocessed,LEN,label
Na 2017 Howell ta bolbe titula campeon mundial na [[Canada]] y ta gana e premio di oro na Costa Rica na 2018 ora el a subi e clase Pro Elite.,Na Howell ta bolbe titula campeon mundial na Canada y ta gana e premio di oro na Costa Rica na ora el a subi e clase Pro Elite,28,31
"Na e Weganan Panamericano 2019 na [[Lima]], [[Peru]] e ta clasifica den e ranking final riba posicion 5.",Na e Weganan Panamericano na Lima Peru e ta clasifica den e ranking final riba posicion,16,135
"Hunto cu e deportistanan talentoso [[Xander Bogaerts]], [[Sarah-Quita Offringa]] y Chiara Petrocchi, el a keda honra na 2019 cu un stampia di 220 cent di Post Aruba den e serie di deporte diseña pa Armando Goedgedrag.",Hunto cu e deportistanan talentoso Xander_Bogaerts SarahQuita Offringa y Chiara Petrocchi el a keda honra na cu un stampia di cent di Post Aruba den e serie di deporte diseña pa Armando Goedgedrag,33,426
"Universidat di Liverpool ta un skol akademiko situa na Liverpool, [[Inglatera]], [[Reino Uni]].",Universidat di Liverpool ta un skol akademiko situa na Liverpool Inglatera Reino Uni,13,15
Groenlandia (na [[groenlandes]]: Kalaallit Nunaat; na [[danés]]: Grønland) ta un teritorio outonomo di [[Dinamarka]].,Groenlandia ta un teritorio outonomo di Dinamarka,7,16
"Descubri por [[Erik e Korá]] den ana 982, su evangelizashon a inicia den e siglo XI y den 1261 a keda riba soberania di [[Noruega]].",Descubri por Erik_e_Korá den ana su evangelizashon a inicia den e siglo XI y den a keda riba soberania di Noruega,21,8
"Den e siglo XVIII (1721) a llega pobladornan [[danés]], kende si a asenta den e ost di isla y a funda Godthab, llamado awe [[Nuuk]].",Den e siglo XVIII a llega pobladornan danés kende si a asenta den e ost di isla y a funda Godthab llamado awe Nuuk,24,460
"E [[1953]] a deha di ta kolonia danés, ya ku si a konvirtie e teritorio di Reino di Dinamarka y, e [[1979]], a obtene outonomia interno, ku Gobiernu y asamblea legislativo propio.",E a deha di ta kolonia danés ya ku si a konvirtie e teritorio di Reino di Dinamarka y e a obtene outonomia interno ku Gobiernu y asamblea legislativo propio,30,402
"Esaki traspaso di competensianan a provoka ku e [[1985]] Groenlandia a abandona e [[Union Oropeo]], después di a drenta na [[1973]] hunto ku [[Dinamarka]], por e ku Groenlandia sería, teknikamente, e uniko pais den e historia ku a abandona e [[Union Oropeo]] después di su ingreso.",Esaki traspaso di competensianan a provoka ku e Groenlandia a abandona e Union Oropeo después di a drenta na hunto ku Dinamarka por e ku Groenlandia sería teknikamente e uniko pais den e historia ku a abandona e Union Oropeo después di su ingreso,44,274
"E 25 di november [[2008]] Groenlandia a aproba e ampliashon di su estatuto di outonomia mediante un [[referèndum]] sobre su autogobierno ku le otorga recursonan economiko mas grandi, e kontrol di su recursonan petrolifero, y e posibilidat di si akoge den e derecho di autodeterminashon.",E di november Groenlandia a aproba e ampliashon di su estatuto di outonomia mediante un referèndum sobre su autogobierno ku le otorga recursonan economiko mas grandi e kontrol di su recursonan petrolifero y e posibilidat di si akoge den e derecho di autodeterminashon,43,384
"Aunke seguiria perteneciendo den Reino di Dinamarka, si kalkula ku a e largo di siglo XXI si proclamará su independensia kompleto di [[Dinamarka]] pa asi si forma ku un nobo estado.",Aunke seguiria perteneciendo den Reino di Dinamarka si kalkula ku a e largo di siglo XXI si proclamará su independensia kompleto di Dinamarka pa asi si forma ku un nobo estado,31,348
"Administrativamente, e Groenlandia ta dividi na kuatro munisipio: [[Kujalleq]], [[Qaasuitsup]], [[Qeqqata]] y [[Sermersooq]].",Administrativamente e Groenlandia ta dividi na kuatro munisipio Kujalleq Qaasuitsup Qeqqata y Sermersooq,13,33
Chad ta un pais [[afrika]]no.,Chad ta un pais afrikano,5,17
E kapital di e pais ta [[N'Djamena]].,E kapital di e pais ta NDjamena,7,47
"Maroko, ofisialmente Reino di Maroko, ta un pais ku ta keda den e region nort di [[Afrika]].",Maroko ofisialmente Reino di Maroko ta un pais ku ta keda den e region nort di Afrika,17,317
E siudat [[kapital]] ta [[Rabat]].,E siudat kapital ta Rabat,5,18
Praia ta e siudad mas grandi i [[kapital]] di e Republika di Kabu Verdi.,Praia ta e siudad mas grandi i kapital di e Republika di Kabu Verdi,14,375
"Afro-merikano nan ta forma e grupo étniko di mas grandi despues dje kolonialista y emigrantenan oropeano.E prome katibunan Afrikano ku a yega Merka na aña 1619 a establesé na Jamestown, [[Virginia]].",Afromerikano nan ta forma e grupo étniko di mas grandi despues dje kolonialista y emigrantenan oropeanoE prome katibunan Afrikano ku a yega Merka na aña a establesé na Jamestown Virginia,30,391
Despues k'e prome kolonialistanan a muri di kondishon malu den tempu ei a bini hopi mas katibu foi [[Afrika]] pa hasi trabounan pisa.,Despues ke prome kolonialistanan a muri di kondishon malu den tempu ei a bini hopi mas katibu foi Afrika pa hasi trabounan pisa,23,400
"Na aña 1860 tabatin 3.5 mion Afro-merikano na [[Estadonan Uni di Merka]], 500.000 mil tabatin libertat.",Na aña tabatin mion Afromerikano na Estadonan_Uni_di_Merka mil tabatin libertat,10,2
"Durante di Guera Sivil presidente [[Abraham Lincoln]] a proklamá emansipashon di katibunan, e proklamashon ta deklara tur katibunan liber den Estadonan Uni.",Durante di Guera Sivil presidente Abraham_Lincoln a proklamá emansipashon di katibunan e proklamashon ta deklara tur katibunan liber den Estadonan Uni,21,247
[[Teksas]] tabata ultimo estado ku a duna e katibunan libertat bou di preshon di trupanan di Estado Union na aña 1865.,Teksas tabata ultimo estado ku a duna e katibunan libertat bou di preshon di trupanan di Estado Union na aña,20,412
"Investigadónan di Black [[Economic Research Center]] den nan estudio den añanan 1970 a resultá, ku despues di aña 1910 afro-merikanonan a perde mionnan area tereno den sùit.",Investigadónan di Black Economic_Research_Center den nan estudio den añanan a resultá ku despues di aña afromerikanonan a perde mionnan area tereno den sùit,23,192
"E marcha na aña 1964 den [[Washington]] pa pone preshon riba Presidente [[John F. Kennedy]] y visepresidente [[Lyndon B. Johnson]] pa apoyá movementu di derecho sivil y pa stop diskriminashon den instansianan publiko, sindikalismo, empleo, derecho di vota.",E marcha na aña den Washington pa pone preshon riba Presidente John F Kennedy y visepresidente Lyndon B Johnson pa apoyá movementu di derecho sivil y pa stop diskriminashon den instansianan publiko sindikalismo empleo derecho di vota,37,466
"""Articulo principal"": ""[[Black Power]]"" E movementu [[Black Power]] 1966-1975 ekspandé intenshonnan di e movementu derechi sivil (Civil Rights Movement) pa afro-merikano tuma parti ful den ekonomia i politika, libertat pa move y protestá pa [[emansipashon]] sin haya problema ku outoridatnan.",Articulo principal Black_Power E movementu Black_Power ekspandé intenshonnan di e movementu derechi sivil pa afromerikano tuma parti ful den ekonomia i politika libertat pa move y protestá pa emansipashon sin haya problema ku outoridatnan,34,40
Mas ku 90 porchento ta afiliá na Historical Black Churches y otro ta Jehovah's Witnesses [[testigunan di yehova]] y mòslem.,Mas ku porchento ta afiliá na Historical Black Churches y otro ta Jehovahs Witnesses testigunan_di_yehova y mòslem,17,408
"Nan mes Television networks, Black Entertainment Television, artistanan di siné, musikantenan grandi di [[jazz]],[[blues]] y empleadonan den tur funshon, e middle class a krese konsiderablemente ta un apresio pa e inimaginabel progreso ku nan a realisá den 40 aña.",Nan mes Television networks Black Entertainment Television artistanan di siné musikantenan grandi di jazzblues y empleadonan den tur funshon e middle class a krese konsiderablemente ta un apresio pa e inimaginabel progreso ku nan a realisá den aña,38,384
"Fio kuminsamentu siglo pasa afro-merikanonan tabata representá y a kontribuí na literatura, [[arte]], abilidat agrikultura, kuminda, modelá, musika.",Fio kuminsamentu siglo pasa afromerikanonan tabata representá y a kontribuí na literatura arte abilidat agrikultura kuminda modelá musika,18,289
"E aprobashon di Oprah Winfrey pa [[Barack Obama]] trese mas ku mion voto den elekshon di presidente nov.2008, mayoria di afro-merikanonan ta vota demokrat.",E aprobashon di Oprah Winfrey pa Barack_Obama trese mas ku mion voto den elekshon di presidente nov mayoria di afromerikanonan ta vota demokrat,23,183
"E instansia akí a establesé den kuadro di e independensia di e servisio pa duna fiansa pa sigui estudionan riba nivel di MBO, HBO òf WO na [[Kòrsou]] i na [[Hulanda]].",E instansia akí a establesé den kuadro di e independensia di e servisio pa duna fiansa pa sigui estudionan riba nivel di MBO HBO òf WO na Kòrsou i na Hulanda,31,246
E kantor prinsipal ta situá na [[Kòrsou]] i desde januari 2005 tin un kantor na Hulanda tambe.,E kantor prinsipal ta situá na Kòrsou i desde januari tin un kantor na Hulanda tambe,16,258
"Enkargonan importante di SSC ta: Klientenan di SSC ta studiantenan di skol sekundario ([[HAVO]]/VWO) na Kòrsou i studiantenan ku ta sigui un estudio riba nivel di SBO/MBO, HBO òf WO na Kòrsou i Hulanda na instansianan rekonosé pa SSC.",Enkargonan importante di SSC ta Klientenan di SSC ta studiantenan di skol sekundario na Kòrsou i studiantenan ku ta sigui un estudio riba nivel di SBOMBO HBO òf WO na Kòrsou i Hulanda na instansianan rekonosé pa SSC,38,246
Šiprage (Шипраге) ta village di [[Bosnia Herzogovina]].,Šiprage ta village di Bosnia_Herzogovina,5,33
Trieste ta un siudat na parti nort di [[Italia]].,Trieste ta un siudat na parti nort di Italia,9,321
"Columbus ta e kapital di [[Ohio]], un estado di e [[Estadonan Uni di Merka]], anto esun mas grandi den e estado di Ohio.",Columbus ta e kapital di Ohio un estado di e Estadonan Uni di Merka anto esun mas grandi den e estado di Ohio,23,19
Lista di presidente di Parlamento di [[Antias Hulandes]] (5 april 1938 - 10 di oktober 2010).,Lista di presidente di Parlamento di Antias_Hulandes,7,54
Desde 1938 te cu 1940 [[Gobernador]] tabata nombra e presidente di Parlamento; desde 1941 miembronan di parlamento mes ta elegi anualmente un presidente.,Desde te cu Gobernador tabata nombra e presidente di Parlamento desde miembronan di parlamento mes ta elegi anualmente un presidente,20,384
Karibe Anglofóniko ta wordu usá pa referi na e teritorionan den e region karibense unda ta papia predominantemente [[Ingles]] i ku tabata o ta kolonia di [[Reino Uni]].,Karibe Anglofóniko ta wordu usá pa referi na e teritorionan den e region karibense unda ta papia predominantemente Ingles i ku tabata o ta kolonia di Reino Uni,28,202
"Ora un pais haña independensia for di e [[Reino Uni]], Karibe Anglofóniko ta wordu usa komo e termino sub-regional preferi pa remplasé e termino karibe britaniko.",Ora un pais haña independensia for di e Reino_Uni Karibe Anglofóniko ta wordu usa komo e termino subregional preferi pa remplasé e termino karibe britaniko,25,348
Mayoria di e teritorionan ta aktualmente nashonan [[independiente]].,Mayoria di e teritorionan ta aktualmente nashonan independiente,8,131
Esakinan ta: [[Komo]] teritorio britaniko a keda:,Esakinan ta Komo teritorio britaniko a keda,7,406
"E minister di Desaroyo Sosial, Labor i Bienestar di [[Kòrsou]] (SOAW) ta miembro di konseho di minister di Kòrsou.",E minister di Desaroyo Sosial Labor i Bienestar di Kòrsou ta miembro di konseho di minister di Kòrsou,18,154
"E funshon ta eksisti desde 10 di òktober [[2010]], e fecha ku Antia Hulandes a keda disolbé i ku teritorio insular di Kòrsou a atkeri e status di pais konstituyente di [[Reino Hulandes]].",E funshon ta eksisti desde di òktober e fecha ku Antia Hulandes a keda disolbé i ku teritorio insular di Kòrsou a atkeri e status di pais konstituyente di Reino Hulandes,31,20
"""Н"" ta un lèter di [[álfabèt siríliko]].",Н ta un lèter di álfabèt_siríliko,6,364
Paraná ta un estado di e Republika Federativa di [[Brazil]].,Paraná ta un estado di e Republika Federativa di Brazil,10,471
E [[kapital]] di e Paraná ta e siudat [[Curitiba]].,E kapital di e Paraná ta e siudat Curitiba,9,27
La Salle College ta un scol secundario cu ta estableci na [[Aruba]].,La Salle College ta un scol secundario cu ta estableci na Aruba,12,91
Den e materianan di: Por [[bay]] bishita na e website: www.lasalle.aw,Den e materianan di Por bay bishita na e website wwwlasalleaw,11,393
Richmond ta e [[kapital]] di e estado [[Virginia]] na Merka.,Richmond ta e kapital di e estado Virginia na Merka,10,266
[[Caribbean International University]]: Fundada en [[Curacao]] en el año 2001 Portal Ofisial Di Caribbean International University,Caribbean_International_University Fundada en Curacao en el año Portal Ofisial Di Caribbean International University,13,468
"Budoni (Budùni na idioma sardegno) ta un munisipio (""comune"") na provinsia di Sassari, region di [[Sardegna]], [[Italia]].",Budoni ta un munisipio na provinsia di Sassari region di Sardegna Italia,12,280
E ta situá mas o menos 170 kilometer nortost di [[Cagliari]] i 30 kilometer sùitost di [[Olbia]].,E ta situá mas o menos kilometer nortost di Cagliari i kilometer sùitost di Olbia,15,291
"Tunesia, ofisialmente Republika Tunesia, ta un pais den e parti nort di [[Afrika]].",Tunesia ofisialmente Republika Tunesia ta un pais den e parti nort di Afrika,13,379
E kapital di e pais ta [[Tunis]].,E kapital di e pais ta Tunis,7,47
"Romanticismo ta un estilo di [[arte]], literatura y musica na cabamento di siglo 18 y cuminsamento di siglo 19 den Europa.",Romanticismo ta un estilo di arte literatura y musica na cabamento di siglo y cuminsamento di siglo den Europa,19,63
' Algiers ta [[kapital]] di [[Algeria]].,Algiers ta kapital di Algeria,5,21
E siudad ta e siudad mas grandi den e region [[Maghreb]] despues di Casablanca den Morocco.,E siudad ta e siudad mas grandi den e region Maghreb despues di Casablanca den Morocco,16,10
"""E artikulo aki ta bai over di e elemento klásiko, no konfundi esaki ku [[Tera]].""",E artikulo aki ta bai over di e elemento klásiko no konfundi esaki ku Tera,15,486
"Tera, huntu ku [[awa]], kandela i aire, ta un di e kuater elemento klásiko ku tabata keré ku ta konstituí tur kos den [[universo]] dor di varios sivilisashon klásiko, notabelmente e griegonan.",Tera huntu ku awa kandela i aire ta un di e kuater elemento klásiko ku tabata keré ku ta konstituí tur kos den universo dor di varios sivilisashon klásiko notabelmente e griegonan,32,174
"Su presensia ta manifiesto den tur e [[religion]] i nan ritonan, den e filosofía esotériko, alkímika i den astrologia.",Su presensia ta manifiesto den tur e religion i nan ritonan den e filosofía esotériko alkímika i den astrologia,19,263
"Dia Internashonal di Idioma Materno tawata proklamá pa [[UNESCO]] dia 21 di febrüari 2000 i riba e mesun fecha ta selebr'e tur aña den UNESCO i su estadonan miembro pa promove konsientisashon pa diversidat di idioma, kultura i [[multilingualismo]].",Dia Internashonal di Idioma Materno tawata proklamá pa UNESCO dia di febrüari i riba e mesun fecha ta selebre tur aña den UNESCO i su estadonan miembro pa promove konsientisashon pa diversidat di idioma kultura i multilingualismo,37,391
"E dia aki ta pa dedika e rekonosimento di ""Movimento pa Idioma Bengali"" konmemora den [[Bangladesh]] e Día di Movimento pa Lenga for di 1952, ora polis y ehersito di [[Pakistan]], ku tawata okupa pa Bangladesh, ku a sende kandela kontra e multitut di papiado di e idioma Bengali cu a nan a manifesta pa derecho di idioma den [[Dhaka]].",E dia aki ta pa dedika e rekonosimento di Movimento pa Idioma Bengali konmemora den Bangladesh e Día di Movimento pa Lenga for di ora polis y ehersito di Pakistan ku tawata okupa pa Bangladesh ku a sende kandela kontra e multitut di papiado di e idioma Bengali cu a nan a manifesta pa derecho di idioma den Dhaka,59,116
Dia Internashonal di Idioma [[Materno]] ta wordu observá pa diferente pais.,Dia Internashonal di Idioma Materno ta wordu observá pa diferente pais,11,131
