Text,Wiki_ID,Wikidata_ID,Source
Premier ministre,None,Q839078,OpenTapioca
projet,None,Q170584,OpenTapioca
Daniel Gérard Rouzier,None,Q3013611,OpenTapioca
L’éventuel,None,Q1043,OpenTapioca
Washington,None,Q61,OpenTapioca
D’ailleurs,None,Q2013,OpenTapioca
Jean Max Bellerive,None,Q315427,OpenTapioca
Daniel Supplice,None,Q12889383,OpenTapioca
Michel Martelly,None,Q57512,OpenTapioca
pas,None,Q2231510,OpenTapioca
ses,None,Q222883,OpenTapioca
d’Anténor Firmin,None,Q1584205,OpenTapioca
ville natale,None,Q20666188,OpenTapioca
DG,None,Q145,OpenTapioca
Food for the Poor,None,Q5465483,OpenTapioca
Etats-Unis,None,Q30,OpenTapioca
13 janvye,3505,Q2255,Wikipedia
Radio Nationale,None,Q7280923,OpenTapioca
Télévision Nationale d'Haiti,None,Q3121942,OpenTapioca
Radio Ginen,None,Q3417173,OpenTapioca
FM,None,Q702,OpenTapioca
Marche,None,Q1279,OpenTapioca
Miami,None,Q8652,OpenTapioca
Elsie Ethéart,None,Q28792854,OpenTapioca
Monde,None,Q2,OpenTapioca
Espace Politique,None,Q3203241,OpenTapioca
Direction Générale des Impots,None,Q3029564,OpenTapioca
de la Cour,None,Q52159382,OpenTapioca
CA,None,Q99,OpenTapioca
Ministère de l'Intérieur,None,Q1507054,OpenTapioca
Collectivités térritoriales,None,Q583865,OpenTapioca
"CA),Conseiller",None,Q99,OpenTapioca
Martelly,None,Q57512,OpenTapioca
14 jen,3284,Q2612,Wikipedia
professeur,None,Q84263192,OpenTapioca
Etats Unis,None,Q30,OpenTapioca
Domingo,None,Q786,OpenTapioca
Domingo Theronier,None,Q16946070,OpenTapioca
Anela,None,Q390108,OpenTapioca
Dominique,None,Q784,OpenTapioca
Cayes,None,Q537749,OpenTapioca
Peres,None,Q57410,OpenTapioca
Coteaux,None,Q2711270,OpenTapioca
l’Arrondissement des Coteaux,None,Q2711270,OpenTapioca
Homere,None,Q6691,OpenTapioca
Miltiade,None,Q162090,OpenTapioca
Terencia,None,Q435936,OpenTapioca
President,None,Q11696,OpenTapioca
Croix Rouge,None,Q7178,OpenTapioca
Port-au-Prince,None,Q34261,OpenTapioca
Mexique,None,Q96,OpenTapioca
D’ALPHABÉTISATION,None,Q2013,OpenTapioca
ET,None,Q115,OpenTapioca
D’ACTION,None,Q2013,OpenTapioca
l’UNESCO,None,Q7809,OpenTapioca
l’OEA,None,Q123759,OpenTapioca
l’UNICEF,None,Q740308,OpenTapioca
Afrique,None,Q15,OpenTapioca
Amerique Latine,None,Q51783453,OpenTapioca
En,None,Q14369,OpenTapioca
Conseil Electoral Provisoire,None,Q7252735,OpenTapioca
Jean Bertrand Aristide,None,Q209617,OpenTapioca
Orlando Florida,None,Q49233,OpenTapioca
Matinik,950,Q17054,Wikipedia
3 fevriye,3527,Q2315,Wikipedia
Schoelcher,None,Q617806,OpenTapioca
Aimé Césaire,None,Q1185683,OpenTapioca
Matinik,None,Q17054,OpenTapioca
Pari,None,Q90,OpenTapioca
Literati,None,Q74432895,OpenTapioca
Société des Poètes français,None,Q3488178,OpenTapioca
Baudelaire,None,Q501,OpenTapioca
Editions Karthala,None,Q3579376,OpenTapioca
Louis Marin,None,Q370389,OpenTapioca
Haïti,None,Q790,OpenTapioca
l’Académie,None,Q193093,OpenTapioca
Lutèce,None,Q90,OpenTapioca
L’Alchimie,None,Q1043,OpenTapioca
Editions du Cygne,None,Q3579636,OpenTapioca
d’Elvire Maurouard,None,Q12890330,OpenTapioca
Le Jardin,None,Q667190,OpenTapioca
Sicile,None,Q1460,OpenTapioca
IL,None,Q801,OpenTapioca
Saint-Domingue,None,Q25277,OpenTapioca
Caribbean,None,Q664609,OpenTapioca
L’Université de Paris,None,Q209842,OpenTapioca
Karthala,None,Q527548,OpenTapioca
L’alchimie,None,Q1043,OpenTapioca
Les Anneaux de la Mémoire,None,Q2851451,OpenTapioca
Europe,None,Q458,OpenTapioca
the USA,None,Q30,OpenTapioca
Canada,None,Q16,OpenTapioca
"California State University, Long Beach",None,Q1026926,OpenTapioca
Sénat,None,Q215987,OpenTapioca
l’Ecole d’Anthropologie de Paris,None,Q3577749,OpenTapioca
l’Académie des Sciences,None,Q188771,OpenTapioca
France,None,Q142,OpenTapioca
Francophones,None,Q1003588,OpenTapioca
Ottawa-Gatineau,None,Q668850,OpenTapioca
Victor Hugo,None,Q535,OpenTapioca
Sénat,None,Q66096,OpenTapioca
Langue Française,None,Q15760892,OpenTapioca
Elvire Maurouard,None,Q12890330,OpenTapioca
French,None,Q121842,OpenTapioca
d’Ingres,None,Q23380,OpenTapioca
L’Haïtienne,None,Q1043,OpenTapioca
Matisse,None,Q5589,OpenTapioca
And,None,Q5456,OpenTapioca
16 oktòb,3406,Q2963,Wikipedia
Marigo,None,Q200605,OpenTapioca
Sidès,None,Q936717,OpenTapioca
Jakmèl,None,Q923362,OpenTapioca
Marigot,None,Q200605,OpenTapioca
26 fevriye,3550,Q2359,Wikipedia
27 fevriye,3551,Q2361,Wikipedia
Auguste,None,Q1405,OpenTapioca
Magdeleine,None,Q1626381,OpenTapioca
Ignace Nau,13242,Q3148181,Wikipedia
Coriolan Ardouin,13199,Q2997372,Wikipedia
Jean-Pierre Boyer,32362,Q449421,Wikipedia
2 jiyè,3308,Q2697,Wikipedia
Kiba,948,Q241,Wikipedia
Kanada,None,Q16,OpenTapioca
Kanperen,14347,Q12892277,Wikipedia
Toussaint Louverture,None,Q205783,OpenTapioca
Fort-de-Joux,None,Q1090706,OpenTapioca
face,None,Q355,OpenTapioca
Napoléon Bonaparte,None,Q517,OpenTapioca
Théâtre de l'épée de bois,None,Q3527676,OpenTapioca
Sorbonne Nouvelle,None,Q571293,OpenTapioca
Erold Saint-Louis,None,Q16946163,OpenTapioca
Gine,1083,Q1006,Wikipedia
Georges James,None,Q45900579,OpenTapioca
André Fouad,78975,Q106645803,Wikipedia
13 out,3349,Q2776,Wikipedia
Pascal,None,Q1290,OpenTapioca
Petyonvil,None,Q1001440,OpenTapioca
30 novanm,3449,Q3015,Wikipedia
Farah Martine Lhérisson,None,Q16946185,OpenTapioca
Lavoisier,None,Q39607,OpenTapioca
3 out,3340,Q2786,Wikipedia
3 janvye,2789,Q2156,Wikipedia
Régis Debray,16481,Q378116,Wikipedia
Jocelerme Privert,23108,Q6207072,Wikipedia
kilti,11686,Q11042,Wikipedia
Cap-Haitien,None,Q216835,OpenTapioca
Antilles,None,Q166131,OpenTapioca
Francaises,None,Q121842,OpenTapioca
EN,None,Q8908,OpenTapioca
Jacques Stephen Alexis,None,Q3031679,OpenTapioca
9 jiyè,3314,Q2690,Wikipedia
aktè,13652,Q33999,Wikipedia
Albert Camus,15999,Q34670,Wikipedia
karate,9542,Q11419,Wikipedia
7 avril,2794,Q2505,Wikipedia
27 oktòb,3416,Q2956,Wikipedia
Pierre Nord Alexis,23088,Q886447,Wikipedia
Jacques Adélaïde-Merlande,None,Q3158102,OpenTapioca
Bòdo,63228,Q1479,Wikipedia
25 jen,3297,Q2662,Wikipedia
Briksèl,3579,Q239,Wikipedia
Bèljik,977,Q31,Wikipedia
djaz,3823,Q8341,Wikipedia
12 avril,3171,Q2499,Wikipedia
Fòd Fwans,62932,Q81621,Wikipedia
Groupe de Recherches,None,Q1780333,OpenTapioca
2 mas,3133,Q2390,Wikipedia
30 septanm,3393,Q2881,Wikipedia
pent,57960,Q1028181,Wikipedia
mizisyen,2357,Q639669,Wikipedia
chantè,15174,Q27939,Wikipedia
Les Frères,None,Q11350019,OpenTapioca
17 oktòb,2796,Q2962,Wikipedia
Jonathan Demme,None,Q48987,OpenTapioca
Mi,None,Q30,OpenTapioca
Sont,None,Q104662,OpenTapioca
La Tragédie,None,Q17584167,OpenTapioca
Sergo,None,Q259843,OpenTapioca
Konpa,13049,Q2726026,Wikipedia
Clark Parent,None,Q3710147,OpenTapioca
Kounye a,None,Q3711029,OpenTapioca
love,None,Q657461,OpenTapioca
poésie(CD,None,Q974,OpenTapioca
17 septanm,3382,Q2894,Wikipedia
5 out,3342,Q2783,Wikipedia
literati,11873,Q8242,Wikipedia
sètifika,15159,Q196756,Wikipedia
Dominikani,945,Q786,Wikipedia
UEH,None,Q1205322,OpenTapioca
Amerik,None,Q30,OpenTapioca
Lima,None,Q2868,OpenTapioca
Pewou,None,Q419,OpenTapioca
Lima,3664,Q2868,Wikipedia
Jean-Pierre Brax,None,Q16946633,OpenTapioca
Jean-Claude Duvalier,None,Q310775,OpenTapioca
l’Europe,None,Q46,OpenTapioca
Richard Sénécal,None,Q12896221,OpenTapioca
Boukman Eksperyans,None,Q11182116,OpenTapioca
Jean-Bertrand Aristide,None,Q209617,OpenTapioca
l’île,None,Q124714,OpenTapioca
Californie,None,Q99,OpenTapioca
Venezuela,None,Q717,OpenTapioca
Jacques Gabriel,None,Q3158954,OpenTapioca
Brax,None,Q1616394,OpenTapioca
Aristide,None,Q294942,OpenTapioca
San Francisco,None,Q62,OpenTapioca
Mikhaïl Gorbatchev,None,Q30487,OpenTapioca
Sans,None,Q7418930,OpenTapioca
US,None,Q30,OpenTapioca
Martinique,None,Q17054,OpenTapioca
Sweet Micky,None,Q57512,OpenTapioca
Montréal,None,Q340,OpenTapioca
USA,None,Q30,OpenTapioca
Medias,None,Q374465,OpenTapioca
Français,None,Q121842,OpenTapioca
L’Autre,None,Q1043,OpenTapioca
fonction publique territoriale,None,Q104050267,OpenTapioca
Au,None,Q46,OpenTapioca
journaliste,None,Q2942004,OpenTapioca
Ma,None,Q2,OpenTapioca
France Télévision,None,Q1124861,OpenTapioca
France métropolitaine,None,Q212429,OpenTapioca
Monsieur,None,Q296555,OpenTapioca
vue,None,Q2535134,OpenTapioca
Crédit Mutuel,None,Q642627,OpenTapioca
MON,None,Q235,OpenTapioca
Pour,None,Q81528,OpenTapioca
1e mas,3132,Q2393,Wikipedia
filozofi,11777,Q5891,Wikipedia
teyoloji,9554,Q34178,Wikipedia
Itali,1089,Q38,Wikipedia
alman,12722,Q27657613,Wikipedia
Doktè,14070,Q25579266,Wikipedia
Jeannot Hilaire,None,Q16770438,OpenTapioca
ONU,None,Q1065,OpenTapioca
Genève,None,Q71,OpenTapioca
Bòn,None,Q586,OpenTapioca
Bonn,None,Q586,OpenTapioca
FAO,None,Q82151,OpenTapioca
Roma,None,Q220,OpenTapioca
Justin Lhérisson,None,Q3190467,OpenTapioca
Félix Morisseau-Leroy,None,Q1363088,OpenTapioca
Jean-Claude Martineau,None,Q78044135,OpenTapioca
Koralen,None,Q78044135,OpenTapioca
Bon,None,Q586,OpenTapioca
Harvard,None,Q13371,OpenTapioca
Jerry Tardieu,None,Q16946647,OpenTapioca
prive,None,Q3248417,OpenTapioca
Tardieu,None,Q5998167,OpenTapioca
Kap,None,Q5465,OpenTapioca
http://lenouvelliste.com/lenouvelliste/article/136753/Jerry-Tardieu-optimiste-investit-et-sinvestit-en-Haiti,None,Q5998167,OpenTapioca
http://lenouvelliste.com/lenouvelliste/article/138057/Investir-et-sinvestir-en-Haiti-Un-acte-de-foi-Jerry-Tardieu-fait-salle-comble-a-Moca-Cafe,None,Q790,OpenTapioca
http://lenouvelliste.com/lenouvelliste/article/138215/Jerry-Tardieu-ou-la-reincarnation-dEdmond-Paul,None,Q5998167,OpenTapioca
http://lenouvelliste.com/lenouvelliste/article/139440/Jerry-Tardieu-attire-encore-la-grande-foule-a-New-York,None,Q5998167,OpenTapioca
Colin Dayan,None,Q42533527,OpenTapioca
21 avril,3179,Q2525,Wikipedia
Lyonel Trouillot,13280,Q637689,Wikipedia
Michel-Rolph Trouillot,67443,Q6836249,Wikipedia
Évelyne Trouillot,13214,Q12890535,Wikipedia
22 fevriye,3546,Q2351,Wikipedia
26 avril,3184,Q2532,Wikipedia
Nouyòk,4005,Q60,Wikipedia
Jules Emmanuel Bellerice,None,Q12892188,OpenTapioca
Jules E. Bellerice,None,Q12892188,OpenTapioca
27 mas,3158,Q2457,Wikipedia
Sen Domeng,3629,Q34820,Wikipedia
25 me,3461,Q2585,Wikipedia
Noujèze,4037,Q1408,Wikipedia
ayiti,13,Q790,Wikipedia
16 out,3351,Q2812,Wikipedia
27 jen,3299,Q2664,Wikipedia
François,None,Q450675,OpenTapioca
Saint-Surin,None,Q837510,OpenTapioca
Augustin,None,Q8018,OpenTapioca
28 septanm,3391,Q2883,Wikipedia
angle,13091,Q363939,Wikipedia
Afrik,993,Q15,Wikipedia
Catholicism,None,Q1841,OpenTapioca
The University of North Carolina Press,None,Q7895937,OpenTapioca
Vodou,None,Q302729,OpenTapioca
Trinity College,None,Q332342,OpenTapioca
Connecticut,None,Q779,OpenTapioca
NBC,None,Q13974,OpenTapioca
arbre,None,Q10884,OpenTapioca
Université de Montréal,None,Q392189,OpenTapioca
Jan Bètran Aristid,12758,Q209617,Wikipedia
Mario Vargas Llosa,None,Q39803,OpenTapioca
sosyoloji,12918,Q21201,Wikipedia
Dwa,14087,Q12889748,Wikipedia
liv,14643,Q560587,Wikipedia
Madison Smartt Bell,None,Q1635919,OpenTapioca
Manno Charlemagne,None,Q2031705,OpenTapioca
Miyami,25440,Q8652,Wikipedia
6 mas,3137,Q2399,Wikipedia
16 jen,3286,Q2653,Wikipedia
pati politik,69313,Q7278,Wikipedia
Jean-Claude Duvalier,23096,Q310775,Wikipedia
Prezidan,14981,Q30461,Wikipedia
Raoul Cédras,32352,Q382423,Wikipedia
4 jen,3274,Q2627,Wikipedia
15 jen,3285,Q2613,Wikipedia
30 out,3364,Q2818,Wikipedia
Robert Malval,16495,Q3045927,Wikipedia
Marguerite Duras,None,Q153248,OpenTapioca
Senegal,1132,Q1041,Wikipedia
17 out,3352,Q2827,Wikipedia
mwayenaj,3127,Q12554,Wikipedia
Marlène Rigaud Apollon,None,Q12894134,OpenTapioca
21 mas,3152,Q2433,Wikipedia
14 novanm,3435,Q2983,Wikipedia
La Avàn,3658,Q1563,Wikipedia
Emérante de Pradines,None,Q16732899,OpenTapioca
Magloire,67801,Q3277037,Wikipedia
Toto Bissainthe,17752,Q2188782,Wikipedia
Emeline Michel,16824,Q5370358,Wikipedia
Sylvio-Cator,None,Q301677,OpenTapioca
Kiba,None,Q241,OpenTapioca
Féquière Vilsaint,15962,Q16946198,Wikipedia
Cat,None,Q5705,OpenTapioca
19 jen,3289,Q2669,Wikipedia
Ondes,None,Q1428838,OpenTapioca
Cégep d'Alma,None,Q2983727,OpenTapioca
Estuaire,None,Q281109,OpenTapioca
Brèves littéraires,None,Q56827133,OpenTapioca
PEN Club,None,Q206811,OpenTapioca
Maurice Grevisse,None,Q1390654,OpenTapioca
5 jiyè,3311,Q2696,Wikipedia
22 out,3119,Q2828,Wikipedia
24 desanm,3491,Q2705,Wikipedia
Michel-Ange Hyppolite,None,Q20559758,OpenTapioca
Ottawa,None,Q1930,OpenTapioca
Jersey City State College,None,Q11991254,OpenTapioca
Lafontèn,None,Q3385620,OpenTapioca
28 janvye,3520,Q2285,Wikipedia
Myriam Merlet,None,Q6948204,OpenTapioca
Leslie Manigat,16311,Q470492,Wikipedia
Mirlande Manigat,None,Q272439,OpenTapioca
lang angle,62462,Q1860,Wikipedia
Wayòm Ini,1110,Q145,Wikipedia
Endyen,None,Q1239,OpenTapioca
Amerik dino,None,Q49,OpenTapioca
Philippe Thoby-Marcelin,None,Q3380772,OpenTapioca
17 mas,3148,Q2419,Wikipedia
Kouala Loumpou,3657,Q1865,Wikipedia
Malezi,1611,Q833,Wikipedia
Beaudelaine Pierre,None,Q18551858,OpenTapioca
Pierre Enocque Francois,None,Q12895412,OpenTapioca
Stella Maris,None,Q345,OpenTapioca
Kom,None,Q170573,OpenTapioca
zan nan,None,Q45515232,OpenTapioca
Aprè,None,Q1102400,OpenTapioca
prezidan,14981,Q30461,Wikipedia
Kinshasa,None,Q3838,OpenTapioca
DRC,None,Q974,OpenTapioca
UNESCO,None,Q7809,OpenTapioca
Kongo,None,Q974,OpenTapioca
La Fémis,None,Q1138556,OpenTapioca
Cannes,None,Q39984,OpenTapioca
Trinidad ak Tobago,None,Q754,OpenTapioca
Karl Marx,63442,Q9061,Wikipedia
Friedrich Engels,67930,Q34787,Wikipedia
la,12631,Q217390,Wikipedia
volcan,None,Q8072,OpenTapioca
Lyon,2610,Q140,Wikipedia
lengwistik,2721,Q8162,Wikipedia
kreyolistik,85977,Q13526509,Wikipedia
11 jen,3281,Q2617,Wikipedia
Wachintòn,3603,Q61,Wikipedia
Émile Jonassaint,32444,Q286050,Wikipedia
7 janvye,3499,Q2228,Wikipedia
6 oktòb,2799,Q2928,Wikipedia
François Duvalier,32437,Q187697,Wikipedia
Jovenel Moïse,64943,Q21294765,Wikipedia
Leta an Ayiti,None,Q2150951,OpenTapioca
Garry Conille,65084,Q260400,Wikipedia
5 septanm,3372,Q2854,Wikipedia
1e out,3337,Q2788,Wikipedia
André Schwarz-Bart,16657,Q427503,Wikipedia
21 janvye,3513,Q2273,Wikipedia
Sid,2207,Q4928727,Wikipedia
Tropic,None,Q42530,OpenTapioca
Bob Lemoine,71726,Q65321841,Wikipedia
Smoye Noisy,17743,Q20562947,Wikipedia
Reginald Lubin,17727,Q20561629,Wikipedia
Alessandra Lemoine,17633,Q16945742,Wikipedia
Sandra Lobir,17739,Q20562484,Wikipedia
Sophia Désir,None,Q18627792,OpenTapioca
Ottawa,63874,Q1227017,Wikipedia
Gérard Pierre-Charles,32486,Q3709140,Wikipedia
Jamayik,958,Q766,Wikipedia
Vierge,None,Q345,OpenTapioca
Sainte,None,Q42716,OpenTapioca
Sainte Vierge,None,Q345,OpenTapioca
Saint-Thomas,None,Q9438,OpenTapioca
22 jiyè,3327,Q2725,Wikipedia
25 desanm,3492,Q2745,Wikipedia
Wiener Kerns Fleurimond,None,Q12898302,OpenTapioca
baccalauréat,None,Q798022,OpenTapioca
Port-Au-Prince,None,Q34261,OpenTapioca
parti,None,Q7278,OpenTapioca
Parti socialiste français,None,Q170972,OpenTapioca
d’Haïti,None,Q790,OpenTapioca
Notre Dame,None,Q345,OpenTapioca
de Bordeaux,None,Q1288897,OpenTapioca
Tomes,None,Q79808,OpenTapioca
PS,None,Q219060,OpenTapioca
Hinche,None,Q993851,OpenTapioca
13 novanm,3434,Q2984,Wikipedia
Sena,None,Q1471,OpenTapioca
Yves Antoine,None,Q3573457,OpenTapioca
16 me,3268,Q2574,Wikipedia
29 mas,2803,Q2459,Wikipedia
22 avril,3180,Q2526,Wikipedia
Stephen Alexis,13332,Q3502258,Wikipedia
Hamilton Garoute,16201,Q12891429,Wikipedia
Jacques Roumain,13245,Q1356852,Wikipedia
André Breton,70967,Q161955,Wikipedia
Montes,None,Q83407,OpenTapioca
Florence,None,Q2044,OpenTapioca
Lachin,None,Q148,OpenTapioca
Risi,None,Q159,OpenTapioca
Aimé Césaire,15994,Q223955,Wikipedia
Gaston Gallimard,None,Q1241719,OpenTapioca
Les Arbres,None,Q269707,OpenTapioca
Gallimard,None,Q273819,OpenTapioca
L'Espace,None,Q3527662,OpenTapioca
Kafou,None,Q986207,OpenTapioca
Afrik lwès,None,Q4412,OpenTapioca
Moskou,3690,Q649,Wikipedia
Kristòf Kolon,61571,Q7322,Wikipedia
"George, Guy",None,Q314208,OpenTapioca
Jacques Stéphen Alexis,None,Q3031679,OpenTapioca
morisyen,12764,Q33661,Wikipedia
5 mas,3136,Q2392,Wikipedia
Moroni,3689,Q3901,Wikipedia
Komò,9607,Q970,Wikipedia
Mayotte,None,Q17063,OpenTapioca
31 mas,3161,Q2461,Wikipedia
Nouvèl Kaledoni,64531,Q33788,Wikipedia
11 out,3347,Q2778,Wikipedia
René Ménil,69577,Q3426670,Wikipedia
Ponton,None,Q223920,OpenTapioca
Lafrans,None,Q142,OpenTapioca
Aimé Césaire,None,Q223955,OpenTapioca
Suzanne Roussi,None,Q3505937,OpenTapioca
Césaire,None,Q223955,OpenTapioca
Petit-Clamart,None,Q194160,OpenTapioca
Hauts-de-Seine,None,Q12543,OpenTapioca
Suzanne Césaire,None,Q3505937,OpenTapioca
La Reyinyon,64566,Q17070,Wikipedia
25 janvye,3517,Q2279,Wikipedia
28 mas,3159,Q2458,Wikipedia
Giyàn franse,961,Q3769,Wikipedia
22 janvye,3514,Q2275,Wikipedia
negritid,23151,Q852544,Wikipedia
4 fevriye,3528,Q2318,Wikipedia
25 jiyè,3330,Q2720,Wikipedia
6 desanm,3473,Q2303,Wikipedia
Aljeri,973,Q262,Wikipedia
18 desanm,3485,Q2438,Wikipedia
30 jen,3301,Q2657,Wikipedia
ris,59514,Q12896271,Wikipedia
Michel Debré,None,Q296386,OpenTapioca
Debré,None,Q296386,OpenTapioca
Clélie Gamaleya,None,Q51156556,OpenTapioca
La Reyinyon,None,Q17070,OpenTapioca
4 me,3254,Q2549,Wikipedia
J. M. G. Le Clézio,None,Q42037,OpenTapioca
Chin,982,Q148,Wikipedia
9 me,3261,Q2556,Wikipedia
23 septanm,3387,Q2888,Wikipedia
10 avril,3169,Q2502,Wikipedia
9 avril,3168,Q2504,Wikipedia
gwadloupeyen,18704,Q12891366,Wikipedia
Bastè,3106,Q41295,Wikipedia
Michèle Montantin,None,Q16664381,OpenTapioca
Aix-en-Provence,None,Q47465,OpenTapioca
Nancy,None,Q40898,OpenTapioca
Michèle Kokosowski,None,Q3311425,OpenTapioca
rock,None,Q1195705,OpenTapioca
Vie,None,Q881,OpenTapioca
UDE,None,Q166400,OpenTapioca
MEDEF,None,Q3082595,OpenTapioca
Shenaz Patel,None,Q3481869,OpenTapioca
18 fevriye,3542,Q2343,Wikipedia
25 septanm,3388,Q2886,Wikipedia
31 me,3467,Q2591,Wikipedia
20 septanm,2795,Q2892,Wikipedia
Nobèl,None,Q23810,OpenTapioca
6 janvye,3131,Q2221,Wikipedia
kreyolite,63855,Q2196653,Wikipedia
Édouard Glissant,None,Q274319,OpenTapioca
Vincent Placoly,None,Q3559795,OpenTapioca
Roland Suvélor,None,Q12897544,OpenTapioca
Alain Brossat,None,Q2829621,OpenTapioca
Éditions caribéennes,None,Q3579567,OpenTapioca
Nouvèl Kaledoni,None,Q33788,OpenTapioca
22 jen,3294,Q2663,Wikipedia
Jean-Luc Raharimanana,None,Q2572328,OpenTapioca
29 fevriye,3553,Q2364,Wikipedia
Marigalant,85491,Q1334492,Wikipedia
Vinod Rughoonundun,None,Q18669831,OpenTapioca
Sony,None,Q41187,OpenTapioca
Sonny Rupaire,None,Q16266726,OpenTapioca
Soni,None,Q41187,OpenTapioca
Île-de-France,None,Q13917,OpenTapioca
28 me,3464,Q2588,Wikipedia
Simone Schwarz-Bart,16512,Q3100348,Wikipedia
Marie-Claude Teissier-Landgraf,None,Q18343349,OpenTapioca
Pwentapit,72052,Q335322,Wikipedia
Léon-Gontran Damas,16576,Q983363,Wikipedia
Daka,3582,Q1354,Wikipedia
Kamewoun,1111,Q1009,Wikipedia
Mali,1122,Q912,Wikipedia
Langston Hughes,15957,Q188093,Wikipedia
Gabon,1080,Q1000,Wikipedia
William Shakespeare,62696,Q692,Wikipedia
Molière,62997,Q687,Wikipedia
Oseyani,3216,Q538,Wikipedia
woman,61553,Q8261,Wikipedia
17 jen,3287,Q2672,Wikipedia
CBC Radio One,None,Q5009037,OpenTapioca
Montreal,None,Q340,OpenTapioca
http://www.cbc.ca/insite/CEST_LA_VIE_MONTREAL/2003/3/14.html,None,Q6723,OpenTapioca
Yves Dejean's,None,Q12898452,OpenTapioca
Creole,None,Q107491562,OpenTapioca
CBC Radio,None,Q461761,OpenTapioca
konpa,13049,Q2726026,Wikipedia
Bossa Combo,None,Q12888119,OpenTapioca
DZINE(f)/Nu,None,Q160091,OpenTapioca
Volo,None,Q200036,OpenTapioca
Freres Parent,None,Q12890808,OpenTapioca
Gypsies(f)/Shak Shak(f)/Zel,None,Q12831167,OpenTapioca
Nu,None,Q160091,OpenTapioca
Sweet Micky(c,None,Q57512,OpenTapioca
Volo/,None,Q200036,OpenTapioca
Djakout Mizik,None,Q3032741,OpenTapioca
Papa Jube,None,Q20560510,OpenTapioca
Weber Sicot,None,Q20563725,OpenTapioca
La Flèche,None,Q701349,OpenTapioca
RC,None,Q865,OpenTapioca
All,None,Q183,OpenTapioca
MDA,None,Q217,OpenTapioca
DR,None,Q786,OpenTapioca
Cabane Choucoune,None,Q30672705,OpenTapioca
GR,None,Q41,OpenTapioca
Althiery Dorival,None,Q16945758,OpenTapioca
Anba,None,Q68586816,OpenTapioca
Bossa Combo,16810,Q12888119,Wikipedia
Les Frères Déjean,16764,Q12893466,Wikipedia
Top-Vice,16792,Q20563400,Wikipedia
Coupe Cloue,None,Q2603942,OpenTapioca
2 fevriye,3526,Q2313,Wikipedia
18 me,3123,Q2576,Wikipedia
Clément,None,Q42887,OpenTapioca
Jean Baptiste,None,Q40662,OpenTapioca
Nemours Jean Baptiste,None,Q3709714,OpenTapioca
Marie,None,Q345,OpenTapioca
Micheline Laudun Denis,None,Q20559794,OpenTapioca
Karibe,None,Q664609,OpenTapioca
Justin Elie,72533,Q1714181,Wikipedia
7 septanm,3451,Q2852,Wikipedia
9 septanm,3374,Q2856,Wikipedia
konpa dirèk,67461,Q65323353,Wikipedia
System Band,16782,Q20563060,Wikipedia
Site Solèy,57756,Q1016929,Wikipedia
19 out,3354,Q2829,Wikipedia
Tabou Combo,16772,Q3513534,Wikipedia
Magnum Band,16780,Q2362300,Wikipedia
Jacques Brel,66380,Q1666,Wikipedia
3 jen,3273,Q2623,Wikipedia
Beethoven,None,Q255,OpenTapioca
Jules Massenet,None,Q194436,OpenTapioca
Sarrebruck,None,Q1724,OpenTapioca
Chikago,31985,Q1297,Wikipedia
Meksiko,3685,Q1489,Wikipedia
Terra,None,Q2,OpenTapioca
Estad Sylvio Cator,68424,Q755784,Wikipedia
Yole Dérose,32333,Q20563779,Wikipedia
Richard Cavé,57819,Q61107326,Wikipedia
Les Shleu Shleu,None,Q16946795,OpenTapioca
Herman Nau,65170,Q31721190,Wikipedia
13 me,3265,Q2560,Wikipedia
zouk,63458,Q227045,Wikipedia
kadans,60645,Q829522,Wikipedia
Eddy Saint-Vil,17173,Q20562349,Wikipedia
Alan Cavé,16827,Q2830478,Wikipedia
Réginald Cangé,17414,Q12888493,Wikipedia
Zenglen,None,Q3575203,OpenTapioca
André Pasquet,None,Q55499074,OpenTapioca
Tabou Combo,None,Q3513534,OpenTapioca
Pétionville,None,Q1001440,OpenTapioca
Frè Dejean,None,Q16946298,OpenTapioca
estrad,None,Q63352640,OpenTapioca
Lòd,None,Q6244,OpenTapioca
My,None,Q30,OpenTapioca
way,None,Q17641254,OpenTapioca
mereng,3824,Q282131,Wikipedia
fevriye,1930,Q109,Wikipedia
Nemours Jean Baptiste,16738,Q3709714,Wikipedia
Rosy Bazile,None,Q12896388,OpenTapioca
New-York,None,Q60,OpenTapioca
arrondissement,None,Q679388,OpenTapioca
paris,None,Q90,OpenTapioca
Brooklyn,None,Q18419,OpenTapioca
domaine,None,Q12292478,OpenTapioca
myspace,None,Q40629,OpenTapioca
conseil regional,None,Q1022469,OpenTapioca
American,None,Q75698,OpenTapioca
studio,None,Q672070,OpenTapioca
Centre,None,Q13947,OpenTapioca
Master Dji,None,Q6785018,OpenTapioca
Jérémie Haïti,None,Q986301,OpenTapioca
DUMAS,None,Q88316950,OpenTapioca
www.youtube.com/artistjayb,None,Q866,OpenTapioca
29 novanm,3448,Q3016,Wikipedia
enfimyè,59149,Q186360,Wikipedia
Georges Castera,13234,Q12890993,Wikipedia
kokenn,59028,Q25581261,Wikipedia
Irak,1152,Q796,Wikipedia
Mandela,None,Q8023,OpenTapioca
imanitè,58976,Q25581241,Wikipedia
Lody Auguste,None,Q16946809,OpenTapioca
