text,text_preprocessed,k10_label
Angela Merkel (17 [[Juulai]] 1954) esa chancellor a' [[Doichland]].,Angela Merkel esa chancellor a Doichland,1_23
Shii wos barn i' [[Hamburg]].,Shii wos barn i Hamburg,1_15
Eserbeyjanis es salan fram [[Eserbeyjan]].,Eserbeyjanis es salan fram Eserbeyjan,1_37
Dem tork en [[Eserbeyjani]].,Dem tork en Eserbeyjani,1_40
"Sam liw en [[Eserbeyjan]], [[Eraan]], [[Jorja]], [[Rusha]], [[Turkii]], [[Eraak]], [[Siriya]], [[Yukrayn]], [[Kazakstaan]] an [[Uzbekistaan]].",Sam liw en Eserbeyjan Eraan Jorja Rusha Turkii Eraak Siriya Yukrayn Kazakstaan an Uzbekistaan,1_24
 <ns>0</ns>  <revision></revision>  <parentid>39436</parentid>  <timestamp>2019-03-26T16:01:58Z</timestamp>  <contributor></contributor>  <username>Xqbot</username>    <minor></minor>  <comment>Bot: Fixing double redirect to [[Dem Kuuk Ailen Maaori]]; cosmetic changes</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Ofishol Stetus.,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameXqbotusername minorminor commentBot Fixing double redirect to Dem_Kuuk_Ailen_Maaori cosmetic changescomment modelwikitextmodel formattextxwikiformat Ofishol Stetus,1_25
 <ns>0</ns>  <revision></revision>  <timestamp>2019-03-24T01:18:55Z</timestamp>  <contributor></contributor>  <username>Coconutic</username>    <comment>Coconutic moved page Fijian laenghwij to [[Fijian]]</comment>  <model>wikitext</model>  <format>text/x-wiki</format>,nsns revisionrevision timestampTZtimestamp contributorcontributor usernameCoconuticusername commentCoconutic moved page Fijian laenghwij to Fijiancomment modelwikitextmodel formattextxwikiformat,1_26
"""Star Spangled Banner"" — Anthem o' [[Merika]].",Star Spangled Banner — Anthem o Merika,1_27
"""Il canto degli [[Italiani]]"" — Anthem o' [[Italii]].",Il canto degli Italiani — Anthem o Italii,1_27
"""[[La]] Marcha [[Real]]"" — Anthem o' [[Spain]].",La Marcha Real — Anthem o Spain,1_27
"""Ko e Iki he Lagi"" — [[Anthem o' Niue]].",Ko e Iki he Lagi — Anthem_o_Niue,1_27
"""Gloria al Bravo Pueblo"" — Anthem o' [[Wenezuela]]",Gloria al Bravo Pueblo — Anthem o Wenezuela,1_27
"Imelda Remedios Visitación Trinidad Romuáldez-Marcos (Juulai 2, 1929) wos t' First Lady a' t' [[Felapiins]].",Imelda Remedios Visitación Trinidad RomuáldezMarcos wos t First Lady a t Felapiins,1_28
Dem Nauruuans tal an almos nor relatid kaul'd [[Nauruuan]].,Dem Nauruuans tal an almos nor relatid kauld Nauruuan,1_40
T' Ches es lojikal [[geiim]].,T Ches es lojikal geiim,1_37
T' buuk wos rittan bai Norfuk linguists [[Alis Baffe]] an Donald Laiikok t' saiiw t' laenghwij.,T buuk wos rittan bai Norfuk linguists Alis_Baffe an Donald Laiikok t saiiw t laenghwij,1_29
"Alis Inez Baffe ([[Inglish]]: ""Alice Buffet"") es wun [[Norfuk]] linguist an politik.",Alis Inez Baffe es wun Norfuk linguist an politik,1_5
"Lília Cabral Bertolli Figueiredo (barn [[Juulai]] 13, 1957) esa Breselyan aktress.",Lília Cabral Bertolli Figueiredo esa Breselyan aktress,1_19
T' ofishol langgwidc f' ai [[Pitkern Ailen]] es [[Pitkern]].,T ofishol langgwidc f ai Pitkern_Ailen es Pitkern,1_2
"I' t' Jaenyuweri o' 2004 yia, [[Niue]] wos hit b' t' larj tropikal stoem koel'd Cyclone Heta.",I t Jaenyuweri o yia Niue wos hit b t larj tropikal stoem koeld Cyclone Heta,1_30
Fiemas fisisists enkluud bot ar net limmeted tuu [[Galileo Galilei]] en Sir Isaac Newton.,Fiemas fisisists enkluud bot ar net limmeted tuu Galileo_Galilei en Sir Isaac Newton,1_31
Tuu Lernn moor abowt thes goe tu [[Galileo Galilei]] ure goe tu Fisisists.,Tuu Lernn moor abowt thes goe tu Galileo_Galilei ure goe tu Fisisists,1_32
"Alexandre Borges Corrêa ([[Febyuweri]] 23, 1966) es wun Breselyan akter.",Alexandre Borges Corrêa es wun Breselyan akter,1_19
Kuntriis i' wich [[UTC+1]] yuus as a' standart [[tiem]].,Kuntriis i wich UTC yuus as a standart tiem,1_37
"""Principal citiis: [[London]], [[Dublin]], [[Lisboa]]""",Principal citiis London Dublin Lisboa,1_20
Liik [[Erabek]] an [[Auramaik]].,Liik Erabek an Auramaik,1_40
"Vladimir Vladimirovich Putin (; [[Oktoeba]] 7, 1952) es t' President o' [[Rusha]] (2000 — 2008; 2012 —).",Vladimir Vladimirovich Putin es t President o Rusha,1_20
"Said [[Sowth Koriya]] klaems North Koriya, et dispyuuts lejitimacii o' t' flag.",Said Sowth_Koriya klaems North Koriya et dispyuuts lejitimacii o t flag,1_33
"T' ofishol [[anthem o' Niue]] es ""Ko e Iki he Lagi"".",T ofishol anthem_o_Niue es Ko e Iki he Lagi,1_37
[[Niue]] alien wos setl'd bei dem 'salan f' [[Samoa]] abaut 900 [[AD]].,Niue alien wos setld bei dem salan f Samoa abaut AD,1_40
[[Niue]] got independens i' 1994 b' t' Konstitushun a' [[Nyuu Ziilan]].,Niue got independens i b t Konstitushun a Nyuu Ziilan,1_20
[[Shiina]] es t' moost popyulous kuntrii.,Shiina es t moost popyulous kuntrii,1_20
"Hii lan orn [[Norfuk Ailen]], giiw its niem.",Hii lan orn Norfuk_Ailen giiw its niem,1_2
"Kirundi, French an' [[Inglish]] a' t' ofishol laenghwijes.",Kirundi French an Inglish a t ofishol laenghwijes,1_5
"Dems n' laik a' [[riveh]] o' Norfuk, a' 32 km o' koestliin.",Dems n laik a riveh o Norfuk a km o koestliin,1_5
"Afta a' Fas Fliit setl'd a' Port Jakson, Lieutenant [[Philip Gidley King]] got to Norfuk on t' 6th o' Maach, 1788.",Afta a Fas Fliit setld a Port Jakson Lieutenant Philip_Gidley_King got to Norfuk on t th o Maach,1_22
As a' 2002 iya i' [[Okhrid]] deir wos 42 033 piopel.,As a iya i Okhrid deir wos piopel,1_15
"Guillermo Alberto Santiago Lasso Mendoza ([[Nowemba]] 17, 1955) wos t' 47th President o' t' [[Ekwador]] (2021–).",Guillermo Alberto Santiago Lasso Mendoza wos t th President o t Ekwador,1_34
Edwid t' Konfesar (Ænglisc: Ēadƿeard se Andettere) was kin o' [[Ingland]] f' 1042 t' 1066.,Edwid t Konfesar was kin o Ingland f t,1_20
"Vichii Frans ([[French]]: ""Régime de Vichy"") e t' kommon niem f' t' French Stait (""État français""), led b' Marshul Philippe Pétain durin [[Werl War II]].",Vichii Frans e t kommon niem f t French Stait led b Marshul Philippe Pétain durin Werl_War_II,1_35
Kreschen esa dem follouua o' t' [[Kreschenitii]].,Kreschen esa dem follouua o t Kreschenitii,1_43
"Boris Nikolayevich Eltsin ([[Febyuweri]] 1, 1931 — [[Ieprel]] 23, 2007) wos t' fas President o' [[Rusha]] (1991 — 1999).",Boris Nikolayevich Eltsin wos t fas President o Rusha,1_20
"Et bordas [[Angola]], [[Sowth Afreka]], [[Botswana]] an [[Zambia]].",Et bordas Angola Sowth Afreka Botswana an Zambia,1_40
"[[Aajentiina]], [[Boliwya]], [[Bresel]], [[Chili]], [[Ekwador]], [[Gwiiana]], [[Kolombiya]], [[Paraguay]], [[Peruu]], [[Suriname]], [[Trinidad a' Tobago]], [[Uruguay]], [[Wenezuela]].",Aajentiina Boliwya Bresel Chili Ekwador Gwiiana Kolombiya Paraguay Peruu Suriname Trinidad a Tobago Uruguay Wenezuela,1_36
T' konik es a [[hoss]] breed.,T konik es a hoss breed,1_37
"Josiif Vissarionovich Stalin (Jughashvilii) ([[Rushan]]: ""Иосиф Виссарионович Сталин""; Jorjan: იოსებ ვიზარიანოვიჩი სტალინი) wos [[Rushan]] revolyuushanar, t' sekan liida o' [[YoSSR]] (1924 — 1953).",Josiif Vissarionovich Stalin wos Rushan revolyuushanar t sekan liida o YoSSR,1_38
T' las spiika wos [[Hirawanu Tapu]].,T las spiika wos Hirawanu_Tapu,1_40
"T' wokabyularii wos publish'd as an appendiks o' [[Michael King's]] ""Moriori: [[A]] Salan Rediiscower'd"".",T wokabyularii wos publishd as an appendiks o Michael_Kings Moriori A Salan Rediiscowerd,1_39
Deya esa POLLEX (Polynesian Lexicon [[Project]] Online) daatabeis o' dem Moriori werd tuu.,Deya esa POLLEX daatabeis o dem Moriori werd tuu,1_43
Et haufs maild [[winta]] an' woom [[sama]].,Et haufs maild winta an woom sama,1_40
Shuwashya esa fedrel subjekt (a' repablik) a' [[Rusha]].,Shuwashya esa fedrel subjekt a Rusha,1_43
"Es t' hoemland o' em [[Shuwash]], a' Bulgar Tirkik salan.",Es t hoemland o em Shuwash a Bulgar Tirkik salan,1_20
"Et es border'd b ' [[Sowth Afreka]] t' ets north, west an' sowth.",Et es borderd b Sowth_Afreka t ets north west an sowth,1_40
Dey are t' dominant species o' [[Erth]],Dey are t dominant species o Erth,1_20
 Minecraft (Mienkraaft) esa [[Swiidish]] sandboks video geiim mied b' Mojang Studios i' 2009.,Minecraft esa Swiidish sandboks video geiim mied b Mojang Studios i,1_43
"Mojang, t' meikas o' Minecraft, ar hedkwortd i' Stockholm, [[Swiiden]].",Mojang t meikas o Minecraft ar hedkwortd i Stockholm Swiiden,1_20
Liik [[Hiibruu]] an [[Erabek]].,Liik Hiibruu an Erabek,1_40
Newsmax TV i' konserwatif nyuus channel i' dem [[Yunitid Staits o' Merika]] own'd bii Newsmax Media.,Newsmax TV i konserwatif nyuus channel i dem Yunitid_Staits_o_Merika ownd bii Newsmax Media,1_41
"Et laanch'd a' Jyuun 16, 2014 t' 35 million [[TV]] subskribers thruu [[DirecTV]] an' [[Dish Network]].",Et laanchd a Jyuun t million TV subskribers thruu DirecTV an Dish Network,1_42
T' kompanii haa hir'd mani former [[Fox News]] personalitiis.,T kompanii haa hird mani former Fox_News personalitiis,1_37
"Dem inkluud Greg Kelly, [[Rob Schmitt]] an' Bob Sellers.",Dem inkluud Greg Kelly Rob_Schmitt an Bob Sellers,1_40
"5 kuntriis ([[Rusha]], [[Nicaragua]], [[Wenezuela]], [[Nauruu]] an [[Siriya]]) recoknisid independens o' Abkasiya.",kuntriis recoknisid independens o Abkasiya,1_20
"I' 1916 — 1971 iyas, Kataa wos t' protektoraiit o' t' [[Yunitid Kingdum]].",I — iyas Kataa wos t protektoraiit o t Yunitid_Kingdum,1_12
Anna Netrebko (18 [[Septemba]] 1971) esa singer.,Anna Netrebko esa singer,1_43
"Erabek es spoken all ower t' woerld, but most i' t' [[Medl Eist]].",Erabek es spoken all ower t woerld but most i t Medl_Eist,1_40
"Mani word i' [[Norfuk]] a' [[Pitkern]] a' f' Erabek, liik ""shuga"" a' ""koton"".",Mani word i Norfuk a Pitkern a f Erabek liik shuga a koton,1_2
"Bitwiin 1939 a' 1945, Worsaaw s' okupiid b' [[Doichland]].",Bitwiin a Worsaaw s okupiid b Doichland,1_23
 esa [[ailen]] kuntrii i' [[Pesifik Oshen]].,esa ailen kuntrii i Pesifik Oshen,0_0
"T' mien [[laenghwij]] es [[Inglish]], alla ets neya kuntriis daa tal [[Spanish]].",T mien laenghwij es Inglish alla ets neya kuntriis daa tal Spanish,0_14
Esrail esa kuntrii i' t' [[Medl Eist]].,Esrail esa kuntrii i t Medl_Eist,0_1
"Šiprage (Шипраге) esa village in [[Bosnya a' Hersegowina]], kuntrii i' [[Urup]].",Šiprage esa village in Bosnya_a_Hersegowina kuntrii i Urup,0_14
Kazakstaan ulla Kasakstaan esa kuntrii i' [[Asya]].,Kazakstaan ulla Kasakstaan esa kuntrii i Asya,0_1
Paraguay esa inlan kuntrii i' [[Sowth Merika]].,Paraguay esa inlan kuntrii i Sowth_Merika,0_7
 es t' sekan biges kuntri en [[Sowth Merika]].,es t sekan biges kuntri en Sowth_Merika,0_2
"Ostrielya esa kuntrii i' [[Osheania]], a' t' kontenent [[Ostrielya]].",Ostrielya esa kuntrii i Osheania a t kontenent Ostrielya,0_1
Cordoba esa kurencii i' [[Nicaragua]].,Cordoba esa kurencii i Nicaragua,0_2
"Kuuk Ailens/Dem Kuuk Ailen ([[Dem Kuuk Ailen Maaori]]: ""Kūki 'Āirani"", [[Inglish]]: ""Cook Islands"") esa self-gawanin ailen kuntrii i' t' Sowth [[Pesifik Oshen]] i' frii assosiayshun lorngf' [[Nyuu Ziilan]].",Kuuk AilensDem Kuuk Ailen esa selfgawanin ailen kuntrii i t Sowth Pesifik_Oshen i frii assosiayshun lorngf Nyuu Ziilan,0_3
"Haiti (ofishali Repablik a' Haiti) es t' kuntrii a' west haaf o' t' ailen [[Hispanyola]], i' [[North Merika]].",Haiti es t kuntrii a west haaf o t ailen Hispanyola i North Merika,0_14
Nicaragua esa kuntrii i' [[Sentril Merika]].,Nicaragua esa kuntrii i Sentril_Merika,0_18
", ofisialii Demokratik Piopels Repablik o' Koriya, esa kuntrii i' north-eist Asya, neks t' [[Sowth Koriya]], [[Shiina]], an [[Rusha]].",ofisialii Demokratik Piopels Repablik o Koriya esa kuntrii i northeist Asya neks t Sowth_Koriya Shiina an Rusha,0_4
Costa Rica esa kuntrii i' [[Sentril Merika]].,Costa Rica esa kuntrii i Sentril_Merika,0_18
"Dominikan Repablik es t' kuntrii a' iist haaf t' ailen [[Hispanyola]], en [[Sentril Merika]].",Dominikan Repablik es t kuntrii a iist haaf t ailen Hispanyola en Sentril Merika,0_14
Dem esa kuntrii i' [[Pesifik Oshen]].,Dem esa kuntrii i Pesifik_Oshen,0_1
Honduras esa kuntrii i' [[Sentril Merika]].,Honduras esa kuntrii i Sentril_Merika,0_18
" esa kuntrii i' t' south [[Pesifik Oshen]], neya [[Wanwaatuu]]",esa kuntrii i t south Pesifik_Oshen neya Wanwaatuu,0_1
Dem Elbanyan think t' provins es a diffrent kuntrii to [[Serbya]].,Dem Elbanyan think t provins es a diffrent kuntrii to Serbya,0_14
Ingland esa t' biges kuntrii i' t' [[Yunitid Kingdum]].,Ingland esa t biges kuntrii i t Yunitid_Kingdum,0_1
Boliwya (ofisialii ([[Spanish]]): Estado Plurinacional De Bolivia) esa kuntrii i' [[Sowth Merika]].,Boliwya Estado Plurinacional De Bolivia esa kuntrii i Sowth_Merika,0_7
Iist Tiimor () esa kuntrii i' Sauth Iist [[Asya]].,Iist Tiimor esa kuntrii i Sauth Iist Asya,0_1
[[Kosawo]] es a kuntrii wit disputid ledgitidmisi Serbya clayms it as t' provins o' Kosawo and Metohije (Косово и Метохије).,Kosawo es a kuntrii wit disputid ledgitidmisi Serbya clayms it as t provins o Kosawo and Metohije,0_5
"Doichland, Jermanii ulla Jirmanii ([[Inglish]]: Germany, Doich: Deutschland) esa kuntrii i' [[Urup]].",Doichland Jermanii ulla Jirmanii esa kuntrii i Urup,0_1
"Wenezuela (ofisholi t' Bolivarian Repablik o' Wenezuela, [[Spanish]]: ""República Bolivariana de Venezuela"") esa kuntrii i' [[Sowth Merika]].",Wenezuela esa kuntrii i Sowth_Merika,0_7
"Nazi Jirmanii w' tiem i' histrei o' Jirmanii (ulla [[Doichland]]) wen t' kuntrii w' ruled b' t' Nashyuunal Sosyuulist Workers' Partii (NSDAP), eften kawed t' Nazi Partii.",Nazi Jirmanii w tiem i histrei o Jirmanii wen t kuntrii w ruled b t Nashyuunal Sosyuulist Workers Partii eften kawed t Nazi Partii,0_6
"Masedoenya (Masedoenyan: ""Македонија"") ulla North Masedoenya, ofisholi t' Repablik o' North Masedoenya (Masedoenyan: ""Република Северна Македонија"") esa kuntrii i' [[Urup]].",Masedoenya ulla North Masedoenya ofisholi t Repablik o North Masedoenya esa kuntrii i Urup,0_1
Kyuuba es t' biges [[ailen]] kuntrii en t' karibiyen.,Kyuuba es t biges ailen kuntrii en t karibiyen,0_12
Bahaamas es a' kuntrii en [[Sentril Merika]] mied ap o' plenti letl tropikal ailen.,Bahaamas es a kuntrii en Sentril_Merika mied ap o plenti letl tropikal ailen,0_10
Hii es bin a' maekaa o' t' fas sosialistik kuntrii i' t' Woral ([[YoSSR]]) an t' fas liida o' et.,Hii es bin a maekaa o t fas sosialistik kuntrii i t Woral an t fas liida o et,0_14
Bresel esa kuntrii i' [[Sowth Merika]].,Bresel esa kuntrii i Sowth_Merika,0_7
"Nyuu Ziilan (Maori: Aotearoa; [[Inglish]]: New Zealand) esa ailen kuntrii eist o' [[Ostrielya]], i' a' sowth [[Pesifik Oshen]].",Nyuu Ziilan esa ailen kuntrii eist o Ostrielya i a sowth Pesifik Oshen,0_12
"Abaut 8 000 piopel speik Niuean i' dem kuntrii lik [[Niue]], Dem Cook Ailen, [[Nyuu Ziilan]], an Tonga.",Abaut piopel speik Niuean i dem kuntrii lik Niue Dem Cook Ailen Nyuu Ziilan an Tonga,0_8
"French (""Français"") es a' indo-urupeyan [[laenghwij]] mienli spoeken i' [[Frans]], a' kuntri i' Westen [[Urup]].",French es a indourupeyan laenghwij mienli spoeken i Frans a kuntri i Westen Urup,0_9
Sentril Merika es wun region i' [[North Merika]].,Sentril Merika es wun region i North_Merika,0_2
Barbados es a' letl ailen kuntrii en [[Sentril Merika]].,Barbados es a letl ailen kuntrii en Sentril_Merika,0_10
Trinidad a' Tobago esa ailen kuntrii i' [[Etlantic Oshen]].,Trinidad a Tobago esa ailen kuntrii i Etlantic_Oshen,0_12
"Tan Son Nhat Aeyaport (Wiyetnaamiyan: ""Sân bay quốc tế Tân Sơn Nhất"") esa ayeaport i' [[Ho Chi Minh City]], [[Wiyetnaam]], kuntrii i' sowth-eist [[Asya]].",Tan Son Nhat Aeyaport esa ayeaport i Ho_Chi_Minh_City Wiyetnaam kuntrii i sowtheist Asya,0_11
" esa kuntrii i' eist Asya, north a' [[Shiina]] an a' south [[Rusha]].",esa kuntrii i eist Asya north a Shiina an a south Rusha,0_1
Endonesya esa kuntrii i' [[Asya]] an [[Osheania]].,Endonesya esa kuntrii i Asya an Osheania,0_1
"Saint Vincent a' t' Grenadines esa ailen kuntrii i' [[Etlantic Oshen]], i' t' karibiyen.",Saint Vincent a t Grenadines esa ailen kuntrii i Etlantic_Oshen i t karibiyen,0_12
"Tajikistaan esa kuntrii i' Sentril [[Asya]], north a' [[Afganistaan]].",Tajikistaan esa kuntrii i Sentril Asya north a Afganistaan,0_18
Madagascar esa ailen kuntrii i t'Indien Oshun ner [[Afreka]].,Madagascar esa ailen kuntrii i tIndien Oshun ner Afreka,0_12
"T' YoSSR wos a' kuntrii i' [[Urup]] daa kolaps'd i' 1991, formin' mani nyuu o' eem kuntrii lik Rusha.",T YoSSR wos a kuntrii i Urup daa kolapsd i formin mani nyuu o eem kuntrii lik Rusha,0_14
"Barain esa kuntrii a' t’ [[Medl Eist]], t’ therd letles kuntrii o' [[Asya]].",Barain esa kuntrii a t ’ Medl_Eist t ’ therd letles kuntrii o Asya,0_1
" es a' kuntrii i' [[Afreka]], neya Aetyopya, [[Sudan]] an [[Jibuuti]].",es a kuntrii i Afreka neya Aetyopya Sudan an Jibuuti,0_14
Uruguay esa kuntrii i' [[Sowth Merika]].,Uruguay esa kuntrii i Sowth_Merika,0_7
 esa [[ailen]] kuntrii i t'Indien Oshun neya Madagaskaa.,esa ailen kuntrii i tIndien Oshun neya Madagaskaa,0_12
Western Sahara esa unrekogniis'd kuntrii i' [[Afreka]].,Western Sahara esa unrekogniisd kuntrii i Afreka,0_14
A lyst o' koontriis i' [[Osheania]].,A lyst o koontriis i Osheania,0_2
Singapur esa kuntrii i' Sowth Eist [[Asya]].,Singapur esa kuntrii i Sowth Eist Asya,0_7
 esa [[ailen]] kuntrii i' t' [[Pesifik Oshen]].,esa ailen kuntrii i t Pesifik Oshen,0_12
"Ostrielyan dola esa [[kurencii]] i' [[Ostrielya]], [[Norfuk Ailen]] an [[Nauruu]].",Ostrielyan dola esa kurencii i Ostrielya Norfuk Ailen an Nauruu,0_2
" esa kuntrii i' t’ [[Medl Eist]], i' [[Asya]].",esa kuntrii i t ’ Medl_Eist i Asya,0_1
Guatemala esa kuntrii i' [[Sentril Merika]].,Guatemala esa kuntrii i Sentril_Merika,0_18
" esa [[ailen]] kuntrii i' [[Pesifik Oshen]], i' eist Asya.",esa ailen kuntrii i Pesifik Oshen i eist Asya,0_0
 esa kuntrii i' t' sowth [[Pesifik Oshen]].,esa kuntrii i t sowth Pesifik_Oshen,0_1
"Dem esa ailen kuntrii i' [[Pesifik Oshen]], miek ap from t' staits Yap, Chuuk, Poenpei an Kosrae.",Dem esa ailen kuntrii i Pesifik_Oshen miek ap from t staits Yap Chuuk Poenpei an Kosrae,0_0
Panama (ofishali Repablik a' Panama) esa kuntrii i' [[Sentril Merika]].,Panama esa kuntrii i Sentril_Merika,0_18
"Repablik o' Shiina (Tawaiin, 中華民國 ) es wun ailen kuntrii i' [[Asya]].",Repablik o Shiina es wun ailen kuntrii i Asya,0_12
"Waals ([[Inglish]]: ""Wales"", Welsh: ""Cymru"") esa kuntrii i' t' [[Yunitid Kingdum]].",Waals esa kuntrii i t Yunitid_Kingdum,0_1
Grenada esa kuntrii i' [[Etlantic Oshen]].,Grenada esa kuntrii i Etlantic_Oshen,0_1
Suriname esa kuntrii i' [[Sowth Merika]].,Suriname esa kuntrii i Sowth_Merika,0_7
Kolombiya es kuntrii i' [[Sowth Merika]].,Kolombiya es kuntrii i Sowth_Merika,0_7
 esa kuntrii i' Sowth Eist [[Asya]].,esa kuntrii i Sowth Eist Asya,0_7
" esa kuntrii i' Sentril [[Asya]], north o' [[Eraan]].",esa kuntrii i Sentril Asya north o Eraan,0_18
Principality of esa kuntrii i' [[Urup]].,Principality of esa kuntrii i Urup,0_1
"Yunitid Staits, ofisholi Yunitid Staits o' Merika ([[Inglish]]: ""United States of America"") esa [[kuntrii]] i' [[North Merika]].",Yunitid Staits ofisholi Yunitid Staits o Merika esa kuntrii i North Merika,0_1
T' cherch aims to priich d' Gospil t' t' all a' dem kuntrii biifo' t' Sekan Kamin' o' [[Jesus]].,T cherch aims to priich d Gospil t t all a dem kuntrii biifo t Sekan Kamin o Jesus,0_14
"Dong Hoi Aeyaport (""Dong Hoi Airport/Sân bay Đồng Hới"") esa aeyaport i' [[Đồng Hới]], Quang Binh, [[Wiyetnaam]]; a kuntrii i' sowth-eist Asya.",Dong Hoi Aeyaport esa aeyaport i Đồng_Hới Quang Binh Wiyetnaam a kuntrii i sowtheist Asya,0_13
" esa kuntrii in t’ [[Medl Eist]], i' [[Asya]].",esa kuntrii in t ’ Medl_Eist i Asya,0_1
" ([[Inglish]]: Russia; [[Rushan]]: Россия), ofishol form es t' Rushan Federashun ([[Rushan]]: Российская Федерация) esa kuntrii i' [[Urup]] an [[Asya]].",ofishol form es t Rushan Federashun esa kuntrii i Urup an Asya,0_1
"Kingdum Prussia (Doich: ""Königreich Preußen"") wos t' kuntrii i' [[Urup]].",Kingdum Prussia wos t kuntrii i Urup,0_14
Saint Lucia esa ailen kuntrii i' [[Etlantic Oshen]].,Saint Lucia esa ailen kuntrii i Etlantic_Oshen,0_12
T' kuntrii [[Iseland]] es said b' manii piopel t' bii t' mas feminist kuntrii i' Erth.,T kuntrii Iseland es said b manii piopel t bii t mas feminist kuntrii i Erth,0_14
" <ns>0</ns>  <revision></revision>  <parentid>34782</parentid>  <timestamp>2018-06-03T12:13:54Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>+ category</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Ho Chi Minh City (""Thành phố Hồ Chí Minh"") esa city i' [[Wiyetnaam]], kuntrii i' sowth-eist Asya, neya Binh Duong, [[Đồng Hới]], Ba Ria-Vung Tau, Long An, Tay Ninh.",nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername comment categorycomment modelwikitextmodel formattextxwikiformat Ho Chi Minh City esa city i Wiyetnaam kuntrii i sowtheist Asya neya Binh Duong Đồng Hới Ba RiaVung Tau Long An Tay Ninh,0_15
"Ets mien spoken i' em North Urupean kuntriis, lik Swiiden an [[Finland]].",Ets mien spoken i em North Urupean kuntriis lik Swiiden an Finland,0_14
"Ekwador es a' kuntrii a' t' Pesifik koest a' Sauth Merika north a' [[Peruu]], an enkluuds t' Galapagas Ailen.",Ekwador es a kuntrii a t Pesifik koest a Sauth Merika north a Peruu an enkluuds t Galapagas Ailen,0_16
"Kot d'Ivuaar ulla Evorii Koest, ofisholi Repablik o' Kot d'Ivuaar esa kuntrii i' [[Afreka]].",Kot dIvuaar ulla Evorii Koest ofisholi Repablik o Kot dIvuaar esa kuntrii i Afreka,0_1
Dominika es a' letl ailen kuntrii en [[Sentril Merika]] an t' karibiyen.,Dominika es a letl ailen kuntrii en Sentril_Merika an t karibiyen,0_10
Antigua a' Barbuda esa kuntrii i' [[North Merika]].,Antigua a Barbuda esa kuntrii i North_Merika,0_1
"Ets t' biges kuntrii i' t' [[Medl Eist]], an t' sekan biges Erab kuntrii (afta Algeria wiich es i' [[Afreka]]).",Ets t biges kuntrii i t Medl_Eist an t sekan biges Erab kuntrii,0_1
"Meksikoe, ofisholi Yunitid Staits o' Meksikoe ([[Spanish]]: ""Estados Unidos Mexicanos"") es t' therd biges kuntrii en [[North Merika]], an tʻ 13th biges kuntrii i' t' Woral.",Meksikoe ofisholi Yunitid Staits o Meksikoe es t therd biges kuntrii en North_Merika an tʻ th biges kuntrii i t Woral,0_17
Wanwaatuu esa [[ailen]] kuntrii i' [[Pesifik Oshen]].,Wanwaatuu esa ailen kuntrii i Pesifik Oshen,0_0
Kaneda esa t' biges [[kuntrii]] i' [[North Merika]] an t' sekan biges kuntrii i' [[Erth]] (aafta [[Rusha]]).,Kaneda esa t biges kuntrii i North Merika an t sekan biges kuntrii i Erth,0_14
T' Repablik a' Nauruu (also spelt Ripublik Naoero) esa ailen kuntrii i' [[Pesifik Oshen]].,T Repablik a Nauruu esa ailen kuntrii i Pesifik_Oshen,0_0
"Sri Lanka es a' ailen kuntrii i' [[Asya]], in t' [[Indien Oshen]], sowth a' [[Endya]].",Sri Lanka es a ailen kuntrii i Asya in t Indien Oshen sowth a Endya,0_12
Maldiwes (Maldiweyan: ދިވެހިރާއްޖެ) es a' ailen kuntrii i' t' [[Indien Oshen]].,Maldiwes es a ailen kuntrii i t Indien_Oshen,0_12
" esa kuntrii i' sowth-eist [[Asya]], neya [[Layos]], [[Kamboedya]] an [[Shiina]].",esa kuntrii i sowtheist Asya neya Layos Kamboedya an Shiina,0_1
Niue esa alien kuntrii i' t' [[Pesifik Oshen]].,Niue esa alien kuntrii i t Pesifik_Oshen,0_12
Esa self-gawanin kuntrii i' frii Assosiayshun wi' [[Nyuu Ziilan]].,Esa selfgawanin kuntrii i frii Assosiayshun wi Nyuu_Ziilan,0_14
"Poeland, ofisialii Repablik o' Poeland ([[Poelish]]: Rzeczpospolita Polska) esa kuntrii i' [[Midl Urup]].",Poeland ofisialii Repablik o Poeland esa kuntrii i Midl_Urup,0_1
I' aeyad Siison 1 i' 1988 i' [[North Merika]]n kuntriis an i' 1989 i' otha kuntriis.,I aeyad Siison i i North_Merikan kuntriis an i i otha kuntriis,0_14
 esa ailen kuntrii i t' [[Indien Oshen]] ner Madagaskaa.,esa ailen kuntrii i t Indien_Oshen ner Madagaskaa,0_12
"Sarajevo (Сарајево) esa kapitel a' [[Bosnya a' Hersegowina]], kuntrii i' [[Urup]].",Sarajevo esa kapitel a Bosnya_a_Hersegowina kuntrii i Urup,0_14
Beles esa kuntrii i' [[Sentril Merika]].,Beles esa kuntrii i Sentril_Merika,0_18
